"area_id","pop_density","age_adult_mean","female_adult_share","caraccess_adult_share"
"W02000325","1274.4","48.139821795750514","0.5236754092589333","0.8118289033620841"
"W02000326","453.7","50.966230646022424","0.5159138290479499","0.8511466296038916"
"W02000327","515.1","55.346676881823406","0.5174476570289133","0.9180458624127618"
"W02000328","2320.5","51.07108264333698","0.5125940464507688","0.906444226365718"
"W02000329","1329.1","49.51023714832818","0.5156703867910105","0.8448249503134078"
"W02000330","1687.0","54.243169398907106","0.5226232841891205","0.8634129808507033"
"W02000331","4223.9","47.181192209325204","0.5341940689933428","0.8014928384103288"
"W02000332","2316.6","49.69640896973498","0.5212818405916188","0.7737058340180772"
"W02000333","1562.0","50.110003832886164","0.5139355603874284","0.8812018185412137"
"W02000334","507.6","51.23683274021352","0.5230460921843687","0.9167425760612133"
"W02000335","684.8","52.16416524833669","0.5150974025974026","0.9030844155844155"
"W02000336","58.5","56.31895777178796","0.5177432769614638","0.8882728028832825"
"W02000337","3169.2","52.18308766485648","0.5369267900241351","0.8403861625100563"
"W02000338","151.7","55.81049986775985","0.5151385927505331","0.9304904051172708"
"W02000339","396.9","54.62164691203993","0.524170193807084","0.8901759857429271"
"W02000340","27.9","56.78224167578553","0.5116201859229748","0.9599933598937583"
"W02000341","63.4","55.67459274829217","0.515841728719521","0.9478756022777047"
"W02000342","71.8","55.7656383367882","0.505587668593449","0.9627488760436738"
"W02000343","2093.7","50.52101315975661","0.5145516324420151","0.8617225587235928"
"W02000344","122.3","53.727174060507394","0.5103506548373469","0.9553584002253204"
"W02000345","2319.2","52.88965114581813","0.5230651340996169","0.8675862068965517"
"W02000346","325.3","50.25277566539924","0.5164715066354411","0.9451990632318501"
"W02000347","571.7","53.58253262584253","0.5280932909283659","0.9051946085112828"
"W02000348","3670.6","52.77646698330014","0.5301378647002244","0.8555626803462648"
"W02000349","1615.1","47.41836734693877","0.5354125057612537","0.7359041327392841"
"W02000350","141.8","49.549640638323794","0.5120730639309395","0.9404478919054172"
"W02000351","4701.3","49.99132321041215","0.5228013029315961","0.8145358306188925"
"W02000352","3391.4","47.69534632034632","0.5163104611923509","0.7748406449193851"
"W02000353","4497.8","47.04538603249037","0.5120492223551529","0.8410528114852162"
"W02000354","3914.6","53.07888040712468","0.5295827278389039","0.8457546190575047"
"W02000355","1307.1","50.36775427273814","0.5185739217152829","0.9365494889055098"
"W02000356","3192.8","47.85401108166707","0.5220423412204234","0.7155666251556663"
"W02000357","8133.2","45.93103448275862","0.4844767529910647","0.7955474784189005"
"W02000358","2032.7","52.06932100959829","0.5150894187779433","0.9033159463487332"
"W02000359","7369.7","42.07802739726027","0.49778614124418863","0.7825990701793225"
"W02000360","4255.7","47.230961923847694","0.4580995792426367","0.6732117812061711"
"W02000361","781.4","47.19795221843003","0.5235952589991221","0.8270412642669008"
"W02000362","1914.3","50.14221375368093","0.5152216485668506","0.9124087591240876"
"W02000363","2627.0","52.33159373745484","0.5140933950357593","0.8026924694993689"
"W02000364","1681.4","42.89075865937456","0.49010887900628736","0.7161478300874099"
"W02000365","3582.1","45.930087009616855","0.5429906542056074","0.7898753894080996"
"W02000366","179.7","49.822601649544204","0.5015073861923425","0.9534217666566174"
"W02000367","705.7","54.5271375464684","0.5169187898089171","0.9444665605095541"
"W02000368","4433.7","49.372585669781934","0.5278778884884461","0.9211363154547382"
"W02000369","1216.7","43.70598092291828","0.5217504220231138","0.9403973509933775"
"W02000370","1289.0","57.11548959399522","0.5342841470104224","0.9124154324373743"
"W02000371","3320.4","51.29812851720979","0.529306549257017","0.8329664281783159"
"W02000372","1191.6","51.14468648807772","0.5201588271227856","0.9465485644471594"
"W02000373","4801.0","47.67444829472916","0.5385192127460169","0.7630740393626991"
"W02000374","2883.0","53.74533906986273","0.5268427780144865","0.9324669791222837"
"W02000375","3452.8","45.779982126899014","0.5279017857142857","0.8214285714285714"
"W02000376","1011.4","51.00762388818298","0.5207865168539326","0.850936329588015"
"W02000377","1014.2","46.311902834008094","0.532355915065723","0.895180316818335"
"W02000378","4486.6","52.43580813677379","0.5247933884297521","0.9051239669421488"
"W02000379","5981.1","44.351942262789215","0.5492049849591749","0.7466695315857327"
"W02000380","297.1","51.897962241534316","0.5205330853866419","0.9542848287618162"
"W02000381","3098.2","48.99943063199848","0.5390502354788069","0.7912087912087912"
"W02000382","4858.4","47.80876068376068","0.5357951971001359","0.7535115541458994"
"W02000383","6046.1","47.76976063371793","0.5280210157618214","0.7886164623467601"
"W02000384","2881.4","52.17904564315353","0.5138528138528139","0.9173160173160173"
"W02000385","3455.0","50.020072053525475","0.5139230139230139","0.9185094185094185"
"W02000386","4351.3","54.983328234934234","0.5213162587129194","0.8881504295671908"
"W02000387","5434.8","50.28511904761905","0.5216069489685125","0.8966340933767644"
"W02000388","2145.2","51.59398496240601","0.5290882166278824","0.8758197588322403"
