area_id,msoa_name,la_code,la_name,raw_population_density,raw_car_access_hhshare,raw_share_work_from_home,raw_share_students,raw_share_routine_semiroutine,mean_age_adult,raw_prob_female,scaled_population_density,scaled_car_access_hhshare,scaled_share_work_from_home,scaled_share_students,scaled_share_routine_semiroutine,scaled_mean_age_adult,scaled_prob_female
W02000035,Conwy 009,W06000003,Conwy,711.1,0.8310381355932204,0.20711297071129708,0.06286672254819782,0.2616652696283878,51.50554803788904,0.5182104316546763,-0.4090165527283828,0.2708033171774514,-0.5043863473785345,-0.11078413189068168,-0.04964791745468967,0.13491659328489278,0.5516529731901312
W02000036,Conwy 010,W06000003,Conwy,674.4,0.8069620253164557,0.18541321335543454,0.04023829431438127,0.269126254180602,56.997130701494015,0.5237462342725501,-0.4276727993514779,-0.002633556354973747,-0.7497185041528083,-0.41548086904441706,0.05007576562555774,1.3834845012173729,0.974290539691861
W02000037,Conwy 011,W06000003,Conwy,310.9,0.8511642542479547,0.18468871015787905,0.05547021676053934,0.28281276668373445,51.059057730590574,0.5108393551973318,-0.6124560595012073,0.4993793993614664,-0.7579095603536338,-0.210379700639477,0.23300999177017273,0.03340242095158899,-0.011100801009064016
W02000038,Conwy 012,W06000003,Conwy,75.8,0.8563400070249385,0.2913185615691972,0.054018195602729344,0.22365428354814254,54.59489516864175,0.5166639832555144,-0.7319678736998355,0.5581613886963895,0.4476214967109998,-0.22993148322425777,-0.5577035906579207,0.8373114983975479,0.433587494115429
W02000039,Conwy 013,W06000003,Conwy,236.4,0.8184540010887316,0.2775698243593435,0.05646879756468798,0.2578386605783866,53.22652910832719,0.5129447774518556,-0.6503277318014956,0.12788295523095664,0.29218163177145723,-0.19693359162719742,-0.1007944579016981,0.5261993739209939,0.14964021516038534
W02000040,Conwy 014,W06000003,Conwy,14.1,0.9368949444245249,0.34191616766467064,0.047721952097965065,0.18224383216279488,54.08188976377953,0.4979536152796726,-0.7633327351887992,1.4730388326413353,1.0196656734014826,-0.3147117796020724,-1.1111965916502464,0.7206744332119711,-0.9948782470816299
W02000041,Conwy 015,W06000003,Conwy,19.2,0.868619022031166,0.27889997566317837,0.04673028346898681,0.24263261296660119,53.88010273046769,0.5083313776108894,-0.760740177756162,0.6976164516099725,0.3072199975399921,-0.32806481466333387,-0.3040388236189312,0.6747960718244957,-0.2025753923451996
W02000042,Denbighshire 001,W06000004,Denbighshire,3145.3,0.8015463917525774,0.1684027777777778,0.045666734321087886,0.31296935254718894,55.79571150097466,0.5198771540692715,0.8283958595315105,-0.06413991651371036,-0.9420343342101849,-0.34238573663895544,0.6360835794961964,1.110329465660165,0.6789009178809337
W02000043,Denbighshire 002,W06000004,Denbighshire,809.5,0.756993006993007,0.20066571564431765,0.0577716643741403,0.27968821641448877,53.938704028021014,0.5289744567289363,-0.358995444616324,-0.5701410144444342,-0.5772774385053485,-0.17939020497726813,0.19124718437686583,0.6881196806947026,1.3734455256305491
W02000044,Denbighshire 003,W06000004,Denbighshire,2511.7,0.8409455128205128,0.17625402669121032,0.049777777777777775,0.2611111111111111,56.024096385542165,0.5302887337233441,0.5063087243709368,0.3833232476311516,-0.8532700315631007,-0.28702963701915635,-0.05705481234454983,1.1622551226147049,1.4737855971555445
W02000045,Denbighshire 004,W06000004,Denbighshire,3389.0,0.6184636742248959,0.13497128270580727,0.05762273901808786,0.34069767441860466,52.59465096307201,0.5024043487351035,0.9522794372439976,-2.1434444762250275,-1.320002652274312,-0.18139551748062732,1.0067009374736426,0.382535366253738,-0.6550816021149685
W02000047,Denbighshire 006,W06000004,Denbighshire,3024.2,0.6411439114391144,0.09140316205533597,0.08459657701711491,0.3748166259168704,46.147710843373495,0.5228171038447719,0.7668353291212429,-1.8858607933319187,-1.8125731833864576,0.1818131129152976,1.462735591135223,-1.083242904037082,0.9033549500284934
W02000049,Denbighshire 008,W06000004,Denbighshire,122.9,0.8856036606828581,0.24339498018494055,0.0481972038263429,0.2253495217071376,52.46442617089739,0.5112646440372485,-0.708024843292539,0.89051415965373,-0.09419080969116046,-0.30831241109679575,-0.5350450002627704,0.3529274178194928,0.021368391404403442
W02000050,Denbighshire 009,W06000004,Denbighshire,210.2,0.8681088625261688,0.1684894053315106,0.05220808383233533,0.2541167664670659,52.67944757405052,0.5207647704121611,-0.6636463601809259,0.6918224749897577,-0.9410549442453654,-0.25430503425589324,-0.1505413761828035,0.4018147495671994,0.7466670643715584
W02000051,Denbighshire 010,W06000004,Denbighshire,165.8,0.8681644764730818,0.26527125160187953,0.04611650485436893,0.2173433362753751,55.15277190012696,0.5232974910394266,-0.6862168601827086,0.6924540929543658,0.1531369719463181,-0.3363294780008133,-0.6420558502506364,0.9641505220784635,0.9400306931758239
W02000052,Denbighshire 011,W06000004,Denbighshire,269.0,0.7260579064587973,0.1659367396593674,0.05654761904761905,0.3236607142857143,50.32274368231047,0.5067945643485212,-0.633755698016403,-0.9214767192259883,-0.969914758878332,-0.19587224311378965,0.7789845548631243,-0.13400616545378893,-0.31990526521273194
W02000053,Denbighshire 012,W06000004,Denbighshire,49.9,0.8980044345898004,0.24577373211963588,0.05167464114832536,0.22679425837320574,53.73146440427887,0.5103655641715461,-0.7451339987008753,1.0313520611053273,-0.06729722129755025,-0.26148795671064273,-0.5157346183134288,0.6410016166853397,-0.04727295164208996
W02000054,Denbighshire 013,W06000004,Denbighshire,38.4,0.9360398314821907,0.357511172224132,0.050315668643581404,0.17600918308781327,54.584504437869825,0.49730963639328224,-0.7509799615391749,1.4633271555148755,1.1959789860682548,-0.2797868188233156,-1.1945290478587922,0.8349490586827145,-1.0440435963922674
W02000055,Denbighshire 014,W06000004,Denbighshire,697.3,0.8412033511043412,0.2085792994883904,0.07369542066027689,0.2470713525026624,53.02358682391216,0.5079838568169854,-0.41603170813434226,0.3862515650959145,-0.4878083923569637,0.03502665745271992,-0.24471053367647708,0.4800583542906392,-0.2291072889431934
