domain_id,mrp_mean,mrp_lower,mrp_upper,mrp_ci_width
W02000257,14.182500930146894,13.264933173160104,15.119667610169804,1.8547344370097
W02000258,14.446430223872499,13.457319278324922,15.449596658613661,1.9922773802887388
W02000259,12.919204670315471,11.960488521581672,13.930293281296949,1.9698047597152772
W02000260,14.249243598516182,13.312290341725735,15.230270045309418,1.9179797035836827
W02000261,14.17618701221411,13.266309208409062,15.119325248002095,1.853016039593033
W02000262,14.024915175344814,13.146995936084686,14.924937193884489,1.777941257799803
W02000263,14.173740085669566,13.267522173799422,15.09723876541357,1.8297165916141473
W02000264,14.104677113907925,13.219027902503436,15.014667943104152,1.7956400406007162
W02000265,14.03463738775373,13.151733501456746,14.930247829624037,1.7785143281672902
W02000266,14.323206161070882,13.364458372808615,15.32324311128903,1.9587847384804142
W02000267,14.120287504323917,13.232502424194875,15.014212624248325,1.7817102000534497
W02000268,14.060205308929538,13.181002197115923,14.958376118371975,1.7773739212560518
W02000269,13.844570067042785,12.990747129147618,14.712330558784162,1.721583429636544
W02000270,13.956069934792504,13.098654444915658,14.863131214608513,1.7644767696928554
W02000271,13.709641821772577,12.865220626009185,14.56973531089747,1.7045146848882844
W02000272,14.074857520746713,13.187647645936556,14.970966816414611,1.7833191704780553
W02000273,13.79518105017825,12.94120330446118,14.665128172397475,1.7239248679362955
W02000274,14.182897237534483,13.26472029366102,15.111618290284332,1.846897996623312
W02000275,14.300827030689518,13.348018377832647,15.310936200607962,1.9629178227753155
W02000276,13.968981438899927,13.088867629340847,14.870414623098835,1.7815469937579884
W02000277,14.188164813768644,13.270090142564605,15.137394819228556,1.8673046766639505
W02000278,14.099038727203972,13.218570334917352,14.996771553570516,1.7782012186531642
W02000279,13.75505518983596,12.906647575340306,14.616967872425905,1.7103202970855982
W02000280,14.295755047493605,13.357041593501297,15.285776844033151,1.9287352505318545
W02000281,14.180433972729844,13.256316166565277,15.094486512068396,1.8381703455031193
W02000282,14.170283064556907,13.252951990477023,15.109872280250757,1.8569202897737345
W02000284,14.08003090956392,13.196971937819024,14.996115435841809,1.7991434980227847
W02000285,14.039981525279883,13.15695772629388,14.92998253672525,1.7730248104313695
W02000286,13.33767927424362,12.46257145452026,14.225670093283147,1.7630986387628873
W02000287,14.03436384942578,13.147111389634901,14.905998093786218,1.7588867041513172
W02000288,14.492103629252304,13.471060907803164,15.524383108283915,2.0533222004807516
W02000289,14.052646882271544,13.16876459949503,14.953629488603424,1.784864889108393
W02000290,14.320240044029417,13.385071830062362,15.323155172449072,1.9380833423867099
