cell_id,domain_id,age_group,sex,pop_count
W02000279_age_16_24_sex_female,W02000279,age_16_24,sex_female,443
W02000279_age_16_24_sex_male,W02000279,age_16_24,sex_male,415
W02000279_age_25_44_sex_female,W02000279,age_25_44,sex_female,1042
W02000279_age_25_44_sex_male,W02000279,age_25_44,sex_male,975
W02000279_age_45_64_sex_female,W02000279,age_45_64,sex_female,1088
W02000279_age_45_64_sex_male,W02000279,age_45_64,sex_male,1017
W02000279_age_65_plus_sex_female,W02000279,age_65_plus,sex_female,716
W02000279_age_65_plus_sex_male,W02000279,age_65_plus,sex_male,669
W02000280_age_0_15_sex_female,W02000280,age_0_15,sex_female,985
W02000280_age_0_15_sex_male,W02000280,age_0_15,sex_male,935
W02000280_age_16_24_sex_female,W02000280,age_16_24,sex_female,491
W02000280_age_16_24_sex_male,W02000280,age_16_24,sex_male,466
W02000280_age_25_44_sex_female,W02000280,age_25_44,sex_female,1418
W02000280_age_25_44_sex_male,W02000280,age_25_44,sex_male,1345
W02000280_age_45_64_sex_female,W02000280,age_45_64,sex_female,1237
W02000280_age_45_64_sex_male,W02000280,age_45_64,sex_male,1174
W02000280_age_65_plus_sex_female,W02000280,age_65_plus,sex_female,782
W02000280_age_65_plus_sex_male,W02000280,age_65_plus,sex_male,741
W02000281_age_0_15_sex_female,W02000281,age_0_15,sex_female,601
W02000281_age_0_15_sex_male,W02000281,age_0_15,sex_male,577
W02000281_age_16_24_sex_female,W02000281,age_16_24,sex_female,352
W02000281_age_16_24_sex_male,W02000281,age_16_24,sex_male,337
W02000281_age_25_44_sex_female,W02000281,age_25_44,sex_female,858
W02000281_age_25_44_sex_male,W02000281,age_25_44,sex_male,823
W02000281_age_45_64_sex_female,W02000281,age_45_64,sex_female,1105
W02000281_age_45_64_sex_male,W02000281,age_45_64,sex_male,1059
W02000281_age_65_plus_sex_female,W02000281,age_65_plus,sex_female,894
W02000281_age_65_plus_sex_male,W02000281,age_65_plus,sex_male,857
W02000282_age_0_15_sex_female,W02000282,age_0_15,sex_female,1129
W02000282_age_0_15_sex_male,W02000282,age_0_15,sex_male,1062
W02000282_age_16_24_sex_female,W02000282,age_16_24,sex_female,563
W02000282_age_16_24_sex_male,W02000282,age_16_24,sex_male,529
W02000282_age_25_44_sex_female,W02000282,age_25_44,sex_female,1461
W02000282_age_25_44_sex_male,W02000282,age_25_44,sex_male,1374
W02000282_age_45_64_sex_female,W02000282,age_45_64,sex_female,1637
W02000282_age_45_64_sex_male,W02000282,age_45_64,sex_male,1540
W02000282_age_65_plus_sex_female,W02000282,age_65_plus,sex_female,1115
W02000282_age_65_plus_sex_male,W02000282,age_65_plus,sex_male,1049
W02000284_age_0_15_sex_female,W02000284,age_0_15,sex_female,835
W02000284_age_0_15_sex_male,W02000284,age_0_15,sex_male,806
W02000284_age_16_24_sex_female,W02000284,age_16_24,sex_female,518
W02000284_age_16_24_sex_male,W02000284,age_16_24,sex_male,500
W02000284_age_25_44_sex_female,W02000284,age_25_44,sex_female,1255
W02000284_age_25_44_sex_male,W02000284,age_25_44,sex_male,1211
W02000284_age_45_64_sex_female,W02000284,age_45_64,sex_female,1284
W02000284_age_45_64_sex_male,W02000284,age_45_64,sex_male,1239
W02000284_age_65_plus_sex_female,W02000284,age_65_plus,sex_female,867
W02000284_age_65_plus_sex_male,W02000284,age_65_plus,sex_male,837
W02000285_age_0_15_sex_female,W02000285,age_0_15,sex_female,713
W02000285_age_0_15_sex_male,W02000285,age_0_15,sex_male,668
W02000285_age_16_24_sex_female,W02000285,age_16_24,sex_female,416
W02000285_age_16_24_sex_male,W02000285,age_16_24,sex_male,390
W02000285_age_25_44_sex_female,W02000285,age_25_44,sex_female,1077
W02000285_age_25_44_sex_male,W02000285,age_25_44,sex_male,1010
W02000285_age_45_64_sex_female,W02000285,age_45_64,sex_female,1163
W02000285_age_45_64_sex_male,W02000285,age_45_64,sex_male,1090
W02000285_age_65_plus_sex_female,W02000285,age_65_plus,sex_female,931
W02000285_age_65_plus_sex_male,W02000285,age_65_plus,sex_male,872
W02000286_age_0_15_sex_female,W02000286,age_0_15,sex_female,606
W02000286_age_0_15_sex_male,W02000286,age_0_15,sex_male,584
W02000286_age_16_24_sex_female,W02000286,age_16_24,sex_female,400
W02000286_age_16_24_sex_male,W02000286,age_16_24,sex_male,385
W02000286_age_25_44_sex_female,W02000286,age_25_44,sex_female,899
W02000286_age_25_44_sex_male,W02000286,age_25_44,sex_male,867
W02000286_age_45_64_sex_female,W02000286,age_45_64,sex_female,896
W02000286_age_45_64_sex_male,W02000286,age_45_64,sex_male,864
W02000286_age_65_plus_sex_female,W02000286,age_65_plus,sex_female,633
W02000286_age_65_plus_sex_male,W02000286,age_65_plus,sex_male,609
W02000287_age_0_15_sex_female,W02000287,age_0_15,sex_female,721
W02000287_age_0_15_sex_male,W02000287,age_0_15,sex_male,710
W02000287_age_16_24_sex_female,W02000287,age_16_24,sex_female,437
W02000287_age_16_24_sex_male,W02000287,age_16_24,sex_male,431
W02000287_age_25_44_sex_female,W02000287,age_25_44,sex_female,1091
W02000287_age_25_44_sex_male,W02000287,age_25_44,sex_male,1075
W02000287_age_45_64_sex_female,W02000287,age_45_64,sex_female,1131
W02000287_age_45_64_sex_male,W02000287,age_45_64,sex_male,1115
W02000287_age_65_plus_sex_female,W02000287,age_65_plus,sex_female,797
W02000287_age_65_plus_sex_male,W02000287,age_65_plus,sex_male,785
W02000288_age_0_15_sex_female,W02000288,age_0_15,sex_female,680
W02000288_age_0_15_sex_male,W02000288,age_0_15,sex_male,675
W02000288_age_16_24_sex_female,W02000288,age_16_24,sex_female,432
W02000288_age_16_24_sex_male,W02000288,age_16_24,sex_male,429
W02000288_age_25_44_sex_female,W02000288,age_25_44,sex_female,1032
W02000288_age_25_44_sex_male,W02000288,age_25_44,sex_male,1025
W02000288_age_45_64_sex_female,W02000288,age_45_64,sex_female,1091
W02000288_age_45_64_sex_male,W02000288,age_45_64,sex_male,1085
W02000288_age_65_plus_sex_female,W02000288,age_65_plus,sex_female,818
W02000288_age_65_plus_sex_male,W02000288,age_65_plus,sex_male,812
W02000289_age_0_15_sex_female,W02000289,age_0_15,sex_female,739
W02000289_age_0_15_sex_male,W02000289,age_0_15,sex_male,717
W02000289_age_16_24_sex_female,W02000289,age_16_24,sex_female,469
W02000289_age_16_24_sex_male,W02000289,age_16_24,sex_male,454
W02000289_age_25_44_sex_female,W02000289,age_25_44,sex_female,1138
W02000289_age_25_44_sex_male,W02000289,age_25_44,sex_male,1103
W02000289_age_45_64_sex_female,W02000289,age_45_64,sex_female,1195
W02000289_age_45_64_sex_male,W02000289,age_45_64,sex_male,1159
W02000289_age_65_plus_sex_female,W02000289,age_65_plus,sex_female,866
W02000289_age_65_plus_sex_male,W02000289,age_65_plus,sex_male,839
W02000290_age_0_15_sex_female,W02000290,age_0_15,sex_female,722
W02000290_age_0_15_sex_male,W02000290,age_0_15,sex_male,692
W02000290_age_16_24_sex_female,W02000290,age_16_24,sex_female,469
W02000290_age_16_24_sex_male,W02000290,age_16_24,sex_male,449
W02000290_age_25_44_sex_female,W02000290,age_25_44,sex_female,1071
W02000290_age_25_44_sex_male,W02000290,age_25_44,sex_male,1028
W02000290_age_45_64_sex_female,W02000290,age_45_64,sex_female,1235
W02000290_age_45_64_sex_male,W02000290,age_45_64,sex_male,1184
W02000290_age_65_plus_sex_female,W02000290,age_65_plus,sex_female,864
W02000290_age_65_plus_sex_male,W02000290,age_65_plus,sex_male,829
W02000291_age_0_15_sex_female,W02000291,age_0_15,sex_female,628
W02000291_age_0_15_sex_male,W02000291,age_0_15,sex_male,604
W02000291_age_16_24_sex_female,W02000291,age_16_24,sex_female,419
W02000291_age_16_24_sex_male,W02000291,age_16_24,sex_male,403
W02000291_age_25_44_sex_female,W02000291,age_25_44,sex_female,878
W02000291_age_25_44_sex_male,W02000291,age_25_44,sex_male,845
W02000291_age_45_64_sex_female,W02000291,age_45_64,sex_female,975
W02000291_age_45_64_sex_male,W02000291,age_45_64,sex_male,939
W02000291_age_65_plus_sex_female,W02000291,age_65_plus,sex_female,713
W02000291_age_65_plus_sex_male,W02000291,age_65_plus,sex_male,686
W02000292_age_0_15_sex_female,W02000292,age_0_15,sex_female,557
W02000292_age_0_15_sex_male,W02000292,age_0_15,sex_male,531
W02000292_age_16_24_sex_female,W02000292,age_16_24,sex_female,339
W02000292_age_16_24_sex_male,W02000292,age_16_24,sex_male,324
W02000292_age_25_44_sex_female,W02000292,age_25_44,sex_female,769
W02000292_age_25_44_sex_male,W02000292,age_25_44,sex_male,733
W02000292_age_45_64_sex_female,W02000292,age_45_64,sex_female,759
W02000292_age_45_64_sex_male,W02000292,age_45_64,sex_male,723
W02000292_age_65_plus_sex_female,W02000292,age_65_plus,sex_female,559
W02000292_age_65_plus_sex_male,W02000292,age_65_plus,sex_male,532
W02000293_age_0_15_sex_female,W02000293,age_0_15,sex_female,571
W02000293_age_0_15_sex_male,W02000293,age_0_15,sex_male,545
W02000293_age_16_24_sex_female,W02000293,age_16_24,sex_female,331
W02000293_age_16_24_sex_male,W02000293,age_16_24,sex_male,316
W02000293_age_25_44_sex_female,W02000293,age_25_44,sex_female,801
W02000293_age_25_44_sex_male,W02000293,age_25_44,sex_male,763
W02000293_age_45_64_sex_female,W02000293,age_45_64,sex_female,777
W02000293_age_45_64_sex_male,W02000293,age_45_64,sex_male,740
W02000293_age_65_plus_sex_female,W02000293,age_65_plus,sex_female,613
W02000293_age_65_plus_sex_male,W02000293,age_65_plus,sex_male,585
W02000294_age_0_15_sex_female,W02000294,age_0_15,sex_female,427
W02000294_age_0_15_sex_male,W02000294,age_0_15,sex_male,408
W02000294_age_16_24_sex_female,W02000294,age_16_24,sex_female,292
W02000294_age_16_24_sex_male,W02000294,age_16_24,sex_male,279
W02000294_age_25_44_sex_female,W02000294,age_25_44,sex_female,631
W02000294_age_25_44_sex_male,W02000294,age_25_44,sex_male,603
W02000294_age_45_64_sex_female,W02000294,age_45_64,sex_female,825
W02000294_age_45_64_sex_male,W02000294,age_45_64,sex_male,788
W02000294_age_65_plus_sex_female,W02000294,age_65_plus,sex_female,692
W02000294_age_65_plus_sex_male,W02000294,age_65_plus,sex_male,661
W02000295_age_0_15_sex_female,W02000295,age_0_15,sex_female,856
W02000295_age_0_15_sex_male,W02000295,age_0_15,sex_male,854
W02000295_age_16_24_sex_female,W02000295,age_16_24,sex_female,509
W02000295_age_16_24_sex_male,W02000295,age_16_24,sex_male,508
W02000295_age_25_44_sex_female,W02000295,age_25_44,sex_female,1178
W02000295_age_25_44_sex_male,W02000295,age_25_44,sex_male,1177
W02000295_age_45_64_sex_female,W02000295,age_45_64,sex_female,1294
W02000295_age_45_64_sex_male,W02000295,age_45_64,sex_male,1291
W02000295_age_65_plus_sex_female,W02000295,age_65_plus,sex_female,926
W02000295_age_65_plus_sex_male,W02000295,age_65_plus,sex_male,925
W02000296_age_0_15_sex_female,W02000296,age_0_15,sex_female,622
W02000296_age_0_15_sex_male,W02000296,age_0_15,sex_male,593
W02000296_age_16_24_sex_female,W02000296,age_16_24,sex_female,421
W02000296_age_16_24_sex_male,W02000296,age_16_24,sex_male,401
W02000296_age_25_44_sex_female,W02000296,age_25_44,sex_female,905
W02000296_age_25_44_sex_male,W02000296,age_25_44,sex_male,862
W02000296_age_45_64_sex_female,W02000296,age_45_64,sex_female,1043
W02000296_age_45_64_sex_male,W02000296,age_45_64,sex_male,993
W02000296_age_65_plus_sex_female,W02000296,age_65_plus,sex_female,793
W02000296_age_65_plus_sex_male,W02000296,age_65_plus,sex_male,756
W02000297_age_0_15_sex_female,W02000297,age_0_15,sex_female,618
W02000297_age_0_15_sex_male,W02000297,age_0_15,sex_male,584
W02000297_age_16_24_sex_female,W02000297,age_16_24,sex_female,417
W02000297_age_16_24_sex_male,W02000297,age_16_24,sex_male,393
W02000297_age_25_44_sex_female,W02000297,age_25_44,sex_female,970
W02000297_age_25_44_sex_male,W02000297,age_25_44,sex_male,916
W02000297_age_45_64_sex_female,W02000297,age_45_64,sex_female,1075
W02000297_age_45_64_sex_male,W02000297,age_45_64,sex_male,1015
W02000297_age_65_plus_sex_female,W02000297,age_65_plus,sex_female,771
W02000297_age_65_plus_sex_male,W02000297,age_65_plus,sex_male,729
W02000298_age_0_15_sex_female,W02000298,age_0_15,sex_female,608
W02000298_age_0_15_sex_male,W02000298,age_0_15,sex_male,573
W02000298_age_16_24_sex_female,W02000298,age_16_24,sex_female,415
W02000298_age_16_24_sex_male,W02000298,age_16_24,sex_male,391
W02000298_age_25_44_sex_female,W02000298,age_25_44,sex_female,901
W02000298_age_25_44_sex_male,W02000298,age_25_44,sex_male,849
W02000298_age_45_64_sex_female,W02000298,age_45_64,sex_female,1013
W02000298_age_45_64_sex_male,W02000298,age_45_64,sex_male,955
W02000298_age_65_plus_sex_female,W02000298,age_65_plus,sex_female,743
W02000298_age_65_plus_sex_male,W02000298,age_65_plus,sex_male,700
W02000299_age_0_15_sex_female,W02000299,age_0_15,sex_female,530
W02000299_age_0_15_sex_male,W02000299,age_0_15,sex_male,518
W02000299_age_16_24_sex_female,W02000299,age_16_24,sex_female,330
W02000299_age_16_24_sex_male,W02000299,age_16_24,sex_male,323
W02000299_age_25_44_sex_female,W02000299,age_25_44,sex_female,744
W02000299_age_25_44_sex_male,W02000299,age_25_44,sex_male,727
W02000299_age_45_64_sex_female,W02000299,age_45_64,sex_female,848
W02000299_age_45_64_sex_male,W02000299,age_45_64,sex_male,829
W02000299_age_65_plus_sex_female,W02000299,age_65_plus,sex_female,704
W02000299_age_65_plus_sex_male,W02000299,age_65_plus,sex_male,688
W02000300_age_0_15_sex_female,W02000300,age_0_15,sex_female,703
W02000300_age_0_15_sex_male,W02000300,age_0_15,sex_male,697
W02000300_age_16_24_sex_female,W02000300,age_16_24,sex_female,456
W02000300_age_16_24_sex_male,W02000300,age_16_24,sex_male,452
W02000300_age_25_44_sex_female,W02000300,age_25_44,sex_female,1011
W02000300_age_25_44_sex_male,W02000300,age_25_44,sex_male,1002
W02000300_age_45_64_sex_female,W02000300,age_45_64,sex_female,1100
W02000300_age_45_64_sex_male,W02000300,age_45_64,sex_male,1089
W02000300_age_65_plus_sex_female,W02000300,age_65_plus,sex_female,940
W02000300_age_65_plus_sex_male,W02000300,age_65_plus,sex_male,932
W02000301_age_0_15_sex_female,W02000301,age_0_15,sex_female,730
W02000301_age_0_15_sex_male,W02000301,age_0_15,sex_male,717
W02000301_age_16_24_sex_female,W02000301,age_16_24,sex_female,441
W02000301_age_16_24_sex_male,W02000301,age_16_24,sex_male,433
W02000301_age_25_44_sex_female,W02000301,age_25_44,sex_female,1105
W02000301_age_25_44_sex_male,W02000301,age_25_44,sex_male,1085
W02000301_age_45_64_sex_female,W02000301,age_45_64,sex_female,1060
W02000301_age_45_64_sex_male,W02000301,age_45_64,sex_male,1041
W02000301_age_65_plus_sex_female,W02000301,age_65_plus,sex_female,667
W02000301_age_65_plus_sex_male,W02000301,age_65_plus,sex_male,655
W02000302_age_0_15_sex_female,W02000302,age_0_15,sex_female,869
W02000302_age_0_15_sex_male,W02000302,age_0_15,sex_male,817
W02000302_age_16_24_sex_female,W02000302,age_16_24,sex_female,540
W02000302_age_16_24_sex_male,W02000302,age_16_24,sex_male,508
W02000302_age_25_44_sex_female,W02000302,age_25_44,sex_female,1251
W02000302_age_25_44_sex_male,W02000302,age_25_44,sex_male,1177
W02000302_age_45_64_sex_female,W02000302,age_45_64,sex_female,1366
W02000302_age_45_64_sex_male,W02000302,age_45_64,sex_male,1286
W02000302_age_65_plus_sex_female,W02000302,age_65_plus,sex_female,1105
W02000302_age_65_plus_sex_male,W02000302,age_65_plus,sex_male,1039
W02000303_age_0_15_sex_female,W02000303,age_0_15,sex_female,614
W02000303_age_0_15_sex_male,W02000303,age_0_15,sex_male,619
W02000303_age_16_24_sex_female,W02000303,age_16_24,sex_female,347
W02000303_age_16_24_sex_male,W02000303,age_16_24,sex_male,350
W02000303_age_25_44_sex_female,W02000303,age_25_44,sex_female,989
W02000303_age_25_44_sex_male,W02000303,age_25_44,sex_male,998
W02000303_age_45_64_sex_female,W02000303,age_45_64,sex_female,959
W02000303_age_45_64_sex_male,W02000303,age_45_64,sex_male,966
W02000303_age_65_plus_sex_female,W02000303,age_65_plus,sex_female,632
W02000303_age_65_plus_sex_male,W02000303,age_65_plus,sex_male,638
W02000304_age_0_15_sex_female,W02000304,age_0_15,sex_female,459
W02000304_age_0_15_sex_male,W02000304,age_0_15,sex_male,437
W02000304_age_16_24_sex_female,W02000304,age_16_24,sex_female,290
W02000304_age_16_24_sex_male,W02000304,age_16_24,sex_male,275
W02000304_age_25_44_sex_female,W02000304,age_25_44,sex_female,744
W02000304_age_25_44_sex_male,W02000304,age_25_44,sex_male,707
W02000304_age_45_64_sex_female,W02000304,age_45_64,sex_female,764
W02000304_age_45_64_sex_male,W02000304,age_45_64,sex_male,725
W02000304_age_65_plus_sex_female,W02000304,age_65_plus,sex_female,564
W02000304_age_65_plus_sex_male,W02000304,age_65_plus,sex_male,535
W02000305_age_0_15_sex_female,W02000305,age_0_15,sex_female,533
W02000305_age_0_15_sex_male,W02000305,age_0_15,sex_male,507
W02000305_age_16_24_sex_female,W02000305,age_16_24,sex_female,319
W02000305_age_16_24_sex_male,W02000305,age_16_24,sex_male,304
W02000305_age_25_44_sex_female,W02000305,age_25_44,sex_female,803
W02000305_age_25_44_sex_male,W02000305,age_25_44,sex_male,764
W02000305_age_45_64_sex_female,W02000305,age_45_64,sex_female,855
W02000305_age_45_64_sex_male,W02000305,age_45_64,sex_male,813
W02000305_age_65_plus_sex_female,W02000305,age_65_plus,sex_female,637
W02000305_age_65_plus_sex_male,W02000305,age_65_plus,sex_male,606
W02000306_age_0_15_sex_female,W02000306,age_0_15,sex_female,390
W02000306_age_0_15_sex_male,W02000306,age_0_15,sex_male,376
W02000306_age_16_24_sex_female,W02000306,age_16_24,sex_female,244
W02000306_age_16_24_sex_male,W02000306,age_16_24,sex_male,235
W02000306_age_25_44_sex_female,W02000306,age_25_44,sex_female,611
W02000306_age_25_44_sex_male,W02000306,age_25_44,sex_male,590
W02000306_age_45_64_sex_female,W02000306,age_45_64,sex_female,778
W02000306_age_45_64_sex_male,W02000306,age_45_64,sex_male,750
W02000306_age_65_plus_sex_female,W02000306,age_65_plus,sex_female,565
W02000306_age_65_plus_sex_male,W02000306,age_65_plus,sex_male,546
W02000307_age_0_15_sex_female,W02000307,age_0_15,sex_female,682
W02000307_age_0_15_sex_male,W02000307,age_0_15,sex_male,660
W02000307_age_16_24_sex_female,W02000307,age_16_24,sex_female,379
W02000307_age_16_24_sex_male,W02000307,age_16_24,sex_male,367
W02000307_age_25_44_sex_female,W02000307,age_25_44,sex_female,898
W02000307_age_25_44_sex_male,W02000307,age_25_44,sex_male,868
W02000307_age_45_64_sex_female,W02000307,age_45_64,sex_female,824
W02000307_age_45_64_sex_male,W02000307,age_45_64,sex_male,796
W02000307_age_65_plus_sex_female,W02000307,age_65_plus,sex_female,525
W02000307_age_65_plus_sex_male,W02000307,age_65_plus,sex_male,507
W02000308_age_0_15_sex_female,W02000308,age_0_15,sex_female,811
W02000308_age_0_15_sex_male,W02000308,age_0_15,sex_male,747
W02000308_age_16_24_sex_female,W02000308,age_16_24,sex_female,497
W02000308_age_16_24_sex_male,W02000308,age_16_24,sex_male,457
W02000308_age_25_44_sex_female,W02000308,age_25_44,sex_female,1159
W02000308_age_25_44_sex_male,W02000308,age_25_44,sex_male,1067
W02000308_age_45_64_sex_female,W02000308,age_45_64,sex_female,1218
W02000308_age_45_64_sex_male,W02000308,age_45_64,sex_male,1120
W02000308_age_65_plus_sex_female,W02000308,age_65_plus,sex_female,884
W02000308_age_65_plus_sex_male,W02000308,age_65_plus,sex_male,814
W02000309_age_0_15_sex_female,W02000309,age_0_15,sex_female,587
W02000309_age_0_15_sex_male,W02000309,age_0_15,sex_male,538
W02000309_age_16_24_sex_female,W02000309,age_16_24,sex_female,352
W02000309_age_16_24_sex_male,W02000309,age_16_24,sex_male,323
W02000309_age_25_44_sex_female,W02000309,age_25_44,sex_female,849
W02000309_age_25_44_sex_male,W02000309,age_25_44,sex_male,779
