cell_id,domain_id,age_group,sex,pop_count
W02000238_age_65_plus_sex_male,W02000238,age_65_plus,sex_male,1027
W02000239_age_0_15_sex_female,W02000239,age_0_15,sex_female,643
W02000239_age_0_15_sex_male,W02000239,age_0_15,sex_male,612
W02000239_age_16_24_sex_female,W02000239,age_16_24,sex_female,351
W02000239_age_16_24_sex_male,W02000239,age_16_24,sex_male,334
W02000239_age_25_44_sex_female,W02000239,age_25_44,sex_female,865
W02000239_age_25_44_sex_male,W02000239,age_25_44,sex_male,823
W02000239_age_45_64_sex_female,W02000239,age_45_64,sex_female,1247
W02000239_age_45_64_sex_male,W02000239,age_45_64,sex_male,1187
W02000239_age_65_plus_sex_female,W02000239,age_65_plus,sex_female,998
W02000239_age_65_plus_sex_male,W02000239,age_65_plus,sex_male,950
W02000240_age_0_15_sex_female,W02000240,age_0_15,sex_female,880
W02000240_age_0_15_sex_male,W02000240,age_0_15,sex_male,816
W02000240_age_16_24_sex_female,W02000240,age_16_24,sex_female,461
W02000240_age_16_24_sex_male,W02000240,age_16_24,sex_male,428
W02000240_age_25_44_sex_female,W02000240,age_25_44,sex_female,1139
W02000240_age_25_44_sex_male,W02000240,age_25_44,sex_male,1057
W02000240_age_45_64_sex_female,W02000240,age_45_64,sex_female,1244
W02000240_age_45_64_sex_male,W02000240,age_45_64,sex_male,1155
W02000240_age_65_plus_sex_female,W02000240,age_65_plus,sex_female,942
W02000240_age_65_plus_sex_male,W02000240,age_65_plus,sex_male,874
W02000241_age_0_15_sex_female,W02000241,age_0_15,sex_female,836
W02000241_age_0_15_sex_male,W02000241,age_0_15,sex_male,789
W02000241_age_16_24_sex_female,W02000241,age_16_24,sex_female,414
W02000241_age_16_24_sex_male,W02000241,age_16_24,sex_male,391
W02000241_age_25_44_sex_female,W02000241,age_25_44,sex_female,1269
W02000241_age_25_44_sex_male,W02000241,age_25_44,sex_male,1197
W02000241_age_45_64_sex_female,W02000241,age_45_64,sex_female,1459
W02000241_age_45_64_sex_male,W02000241,age_45_64,sex_male,1376
W02000241_age_65_plus_sex_female,W02000241,age_65_plus,sex_female,1257
W02000241_age_65_plus_sex_male,W02000241,age_65_plus,sex_male,1186
W02000242_age_0_15_sex_female,W02000242,age_0_15,sex_female,695
W02000242_age_0_15_sex_male,W02000242,age_0_15,sex_male,645
W02000242_age_16_24_sex_female,W02000242,age_16_24,sex_female,337
W02000242_age_16_24_sex_male,W02000242,age_16_24,sex_male,312
W02000242_age_25_44_sex_female,W02000242,age_25_44,sex_female,941
W02000242_age_25_44_sex_male,W02000242,age_25_44,sex_male,873
W02000242_age_45_64_sex_female,W02000242,age_45_64,sex_female,1127
W02000242_age_45_64_sex_male,W02000242,age_45_64,sex_male,1046
W02000242_age_65_plus_sex_female,W02000242,age_65_plus,sex_female,1160
W02000242_age_65_plus_sex_male,W02000242,age_65_plus,sex_male,1077
W02000243_age_0_15_sex_female,W02000243,age_0_15,sex_female,1078
W02000243_age_0_15_sex_male,W02000243,age_0_15,sex_male,946
W02000243_age_16_24_sex_female,W02000243,age_16_24,sex_female,576
W02000243_age_16_24_sex_male,W02000243,age_16_24,sex_male,505
W02000243_age_25_44_sex_female,W02000243,age_25_44,sex_female,1323
W02000243_age_25_44_sex_male,W02000243,age_25_44,sex_male,1160
W02000243_age_45_64_sex_female,W02000243,age_45_64,sex_female,1210
W02000243_age_45_64_sex_male,W02000243,age_45_64,sex_male,1061
W02000243_age_65_plus_sex_female,W02000243,age_65_plus,sex_female,797
W02000243_age_65_plus_sex_male,W02000243,age_65_plus,sex_male,699
W02000244_age_0_15_sex_female,W02000244,age_0_15,sex_female,932
W02000244_age_0_15_sex_male,W02000244,age_0_15,sex_male,856
W02000244_age_16_24_sex_female,W02000244,age_16_24,sex_female,522
W02000244_age_16_24_sex_male,W02000244,age_16_24,sex_male,479
W02000244_age_25_44_sex_female,W02000244,age_25_44,sex_female,1009
W02000244_age_25_44_sex_male,W02000244,age_25_44,sex_male,927
W02000244_age_45_64_sex_female,W02000244,age_45_64,sex_female,1480
W02000244_age_45_64_sex_male,W02000244,age_45_64,sex_male,1361
W02000244_age_65_plus_sex_female,W02000244,age_65_plus,sex_female,1353
W02000244_age_65_plus_sex_male,W02000244,age_65_plus,sex_male,1244
W02000245_age_0_15_sex_female,W02000245,age_0_15,sex_female,778
W02000245_age_0_15_sex_male,W02000245,age_0_15,sex_male,744
W02000245_age_16_24_sex_female,W02000245,age_16_24,sex_female,485
W02000245_age_16_24_sex_male,W02000245,age_16_24,sex_male,464
W02000245_age_25_44_sex_female,W02000245,age_25_44,sex_female,1110
W02000245_age_25_44_sex_male,W02000245,age_25_44,sex_male,1062
W02000245_age_45_64_sex_female,W02000245,age_45_64,sex_female,1158
W02000245_age_45_64_sex_male,W02000245,age_45_64,sex_male,1107
W02000245_age_65_plus_sex_female,W02000245,age_65_plus,sex_female,700
W02000245_age_65_plus_sex_male,W02000245,age_65_plus,sex_male,669
W02000246_age_0_15_sex_female,W02000246,age_0_15,sex_female,331
W02000246_age_0_15_sex_male,W02000246,age_0_15,sex_male,319
W02000246_age_16_24_sex_female,W02000246,age_16_24,sex_female,228
W02000246_age_16_24_sex_male,W02000246,age_16_24,sex_male,220
W02000246_age_25_44_sex_female,W02000246,age_25_44,sex_female,496
W02000246_age_25_44_sex_male,W02000246,age_25_44,sex_male,477
W02000246_age_45_64_sex_female,W02000246,age_45_64,sex_female,786
W02000246_age_45_64_sex_male,W02000246,age_45_64,sex_male,756
W02000246_age_65_plus_sex_female,W02000246,age_65_plus,sex_female,860
W02000246_age_65_plus_sex_male,W02000246,age_65_plus,sex_male,827
W02000247_age_0_15_sex_female,W02000247,age_0_15,sex_female,666
W02000247_age_0_15_sex_male,W02000247,age_0_15,sex_male,591
W02000247_age_16_24_sex_female,W02000247,age_16_24,sex_female,523
W02000247_age_16_24_sex_male,W02000247,age_16_24,sex_male,464
W02000247_age_25_44_sex_female,W02000247,age_25_44,sex_female,934
W02000247_age_25_44_sex_male,W02000247,age_25_44,sex_male,829
W02000247_age_45_64_sex_female,W02000247,age_45_64,sex_female,1281
W02000247_age_45_64_sex_male,W02000247,age_45_64,sex_male,1138
W02000247_age_65_plus_sex_female,W02000247,age_65_plus,sex_female,1193
W02000247_age_65_plus_sex_male,W02000247,age_65_plus,sex_male,1059
W02000248_age_0_15_sex_female,W02000248,age_0_15,sex_female,1098
W02000248_age_0_15_sex_male,W02000248,age_0_15,sex_male,1030
W02000248_age_16_24_sex_female,W02000248,age_16_24,sex_female,664
W02000248_age_16_24_sex_male,W02000248,age_16_24,sex_male,622
W02000248_age_25_44_sex_female,W02000248,age_25_44,sex_female,1615
W02000248_age_25_44_sex_male,W02000248,age_25_44,sex_male,1515
W02000248_age_45_64_sex_female,W02000248,age_45_64,sex_female,1321
W02000248_age_45_64_sex_male,W02000248,age_45_64,sex_male,1239
W02000248_age_65_plus_sex_female,W02000248,age_65_plus,sex_female,788
W02000248_age_65_plus_sex_male,W02000248,age_65_plus,sex_male,739
W02000249_age_0_15_sex_female,W02000249,age_0_15,sex_female,836
W02000249_age_0_15_sex_male,W02000249,age_0_15,sex_male,740
W02000249_age_16_24_sex_female,W02000249,age_16_24,sex_female,484
W02000249_age_16_24_sex_male,W02000249,age_16_24,sex_male,428
W02000249_age_25_44_sex_female,W02000249,age_25_44,sex_female,1200
W02000249_age_25_44_sex_male,W02000249,age_25_44,sex_male,1064
W02000249_age_45_64_sex_female,W02000249,age_45_64,sex_female,1231
W02000249_age_45_64_sex_male,W02000249,age_45_64,sex_male,1091
W02000249_age_65_plus_sex_female,W02000249,age_65_plus,sex_female,898
W02000249_age_65_plus_sex_male,W02000249,age_65_plus,sex_male,795
W02000250_age_0_15_sex_female,W02000250,age_0_15,sex_female,1066
W02000250_age_0_15_sex_male,W02000250,age_0_15,sex_male,1060
W02000250_age_16_24_sex_female,W02000250,age_16_24,sex_female,626
W02000250_age_16_24_sex_male,W02000250,age_16_24,sex_male,622
W02000250_age_25_44_sex_female,W02000250,age_25_44,sex_female,1471
W02000250_age_25_44_sex_male,W02000250,age_25_44,sex_male,1462
W02000250_age_45_64_sex_female,W02000250,age_45_64,sex_female,1583
W02000250_age_45_64_sex_male,W02000250,age_45_64,sex_male,1573
W02000250_age_65_plus_sex_female,W02000250,age_65_plus,sex_female,1091
W02000250_age_65_plus_sex_male,W02000250,age_65_plus,sex_male,1084
W02000251_age_0_15_sex_female,W02000251,age_0_15,sex_female,1035
W02000251_age_0_15_sex_male,W02000251,age_0_15,sex_male,950
W02000251_age_16_24_sex_female,W02000251,age_16_24,sex_female,524
W02000251_age_16_24_sex_male,W02000251,age_16_24,sex_male,481
W02000251_age_25_44_sex_female,W02000251,age_25_44,sex_female,1694
W02000251_age_25_44_sex_male,W02000251,age_25_44,sex_male,1555
W02000251_age_45_64_sex_female,W02000251,age_45_64,sex_female,1436
W02000251_age_45_64_sex_male,W02000251,age_45_64,sex_male,1318
W02000251_age_65_plus_sex_female,W02000251,age_65_plus,sex_female,1066
W02000251_age_65_plus_sex_male,W02000251,age_65_plus,sex_male,978
W02000252_age_0_15_sex_female,W02000252,age_0_15,sex_female,869
W02000252_age_0_15_sex_male,W02000252,age_0_15,sex_male,827
W02000252_age_16_24_sex_female,W02000252,age_16_24,sex_female,492
W02000252_age_16_24_sex_male,W02000252,age_16_24,sex_male,468
W02000252_age_25_44_sex_female,W02000252,age_25_44,sex_female,1075
W02000252_age_25_44_sex_male,W02000252,age_25_44,sex_male,1022
W02000252_age_45_64_sex_female,W02000252,age_45_64,sex_female,1219
W02000252_age_45_64_sex_male,W02000252,age_45_64,sex_male,1160
W02000252_age_65_plus_sex_female,W02000252,age_65_plus,sex_female,1048
W02000252_age_65_plus_sex_male,W02000252,age_65_plus,sex_male,996
W02000253_age_0_15_sex_female,W02000253,age_0_15,sex_female,526
W02000253_age_0_15_sex_male,W02000253,age_0_15,sex_male,507
W02000253_age_16_24_sex_female,W02000253,age_16_24,sex_female,387
W02000253_age_16_24_sex_male,W02000253,age_16_24,sex_male,373
W02000253_age_25_44_sex_female,W02000253,age_25_44,sex_female,866
W02000253_age_25_44_sex_male,W02000253,age_25_44,sex_male,835
W02000253_age_45_64_sex_female,W02000253,age_45_64,sex_female,947
W02000253_age_45_64_sex_male,W02000253,age_45_64,sex_male,914
W02000253_age_65_plus_sex_female,W02000253,age_65_plus,sex_female,717
W02000253_age_65_plus_sex_male,W02000253,age_65_plus,sex_male,692
W02000254_age_0_15_sex_female,W02000254,age_0_15,sex_female,671
W02000254_age_0_15_sex_male,W02000254,age_0_15,sex_male,639
W02000254_age_16_24_sex_female,W02000254,age_16_24,sex_female,451
W02000254_age_16_24_sex_male,W02000254,age_16_24,sex_male,430
W02000254_age_25_44_sex_female,W02000254,age_25_44,sex_female,967
W02000254_age_25_44_sex_male,W02000254,age_25_44,sex_male,921
W02000254_age_45_64_sex_female,W02000254,age_45_64,sex_female,1124
W02000254_age_45_64_sex_male,W02000254,age_45_64,sex_male,1071
W02000254_age_65_plus_sex_female,W02000254,age_65_plus,sex_female,858
W02000254_age_65_plus_sex_male,W02000254,age_65_plus,sex_male,818
W02000255_age_0_15_sex_female,W02000255,age_0_15,sex_female,589
W02000255_age_0_15_sex_male,W02000255,age_0_15,sex_male,572
W02000255_age_16_24_sex_female,W02000255,age_16_24,sex_female,373
W02000255_age_16_24_sex_male,W02000255,age_16_24,sex_male,362
W02000255_age_25_44_sex_female,W02000255,age_25_44,sex_female,845
W02000255_age_25_44_sex_male,W02000255,age_25_44,sex_male,821
W02000255_age_45_64_sex_female,W02000255,age_45_64,sex_female,947
W02000255_age_45_64_sex_male,W02000255,age_45_64,sex_male,920
W02000255_age_65_plus_sex_female,W02000255,age_65_plus,sex_female,751
W02000255_age_65_plus_sex_male,W02000255,age_65_plus,sex_male,729
W02000256_age_0_15_sex_female,W02000256,age_0_15,sex_female,966
W02000256_age_0_15_sex_male,W02000256,age_0_15,sex_male,905
W02000256_age_16_24_sex_female,W02000256,age_16_24,sex_female,563
W02000256_age_16_24_sex_male,W02000256,age_16_24,sex_male,527
W02000256_age_25_44_sex_female,W02000256,age_25_44,sex_female,1362
W02000256_age_25_44_sex_male,W02000256,age_25_44,sex_male,1276
W02000256_age_45_64_sex_female,W02000256,age_45_64,sex_female,1292
W02000256_age_45_64_sex_male,W02000256,age_45_64,sex_male,1210
W02000256_age_65_plus_sex_female,W02000256,age_65_plus,sex_female,988
W02000256_age_65_plus_sex_male,W02000256,age_65_plus,sex_male,926
W02000257_age_0_15_sex_female,W02000257,age_0_15,sex_female,606
W02000257_age_0_15_sex_male,W02000257,age_0_15,sex_male,575
W02000257_age_16_24_sex_female,W02000257,age_16_24,sex_female,432
W02000257_age_16_24_sex_male,W02000257,age_16_24,sex_male,411
W02000257_age_25_44_sex_female,W02000257,age_25_44,sex_female,912
W02000257_age_25_44_sex_male,W02000257,age_25_44,sex_male,865
W02000257_age_45_64_sex_female,W02000257,age_45_64,sex_female,997
W02000257_age_45_64_sex_male,W02000257,age_45_64,sex_male,946
W02000257_age_65_plus_sex_female,W02000257,age_65_plus,sex_female,772
W02000257_age_65_plus_sex_male,W02000257,age_65_plus,sex_male,733
W02000258_age_0_15_sex_female,W02000258,age_0_15,sex_female,512
W02000258_age_0_15_sex_male,W02000258,age_0_15,sex_male,508
W02000258_age_16_24_sex_female,W02000258,age_16_24,sex_female,323
W02000258_age_16_24_sex_male,W02000258,age_16_24,sex_male,319
W02000258_age_25_44_sex_female,W02000258,age_25_44,sex_female,647
W02000258_age_25_44_sex_male,W02000258,age_25_44,sex_male,641
W02000258_age_45_64_sex_female,W02000258,age_45_64,sex_female,752
W02000258_age_45_64_sex_male,W02000258,age_45_64,sex_male,745
W02000258_age_65_plus_sex_female,W02000258,age_65_plus,sex_female,631
W02000258_age_65_plus_sex_male,W02000258,age_65_plus,sex_male,626
W02000259_age_0_15_sex_female,W02000259,age_0_15,sex_female,572
W02000259_age_0_15_sex_male,W02000259,age_0_15,sex_male,532
W02000259_age_16_24_sex_female,W02000259,age_16_24,sex_female,367
W02000259_age_16_24_sex_male,W02000259,age_16_24,sex_male,341
W02000259_age_25_44_sex_female,W02000259,age_25_44,sex_female,745
W02000259_age_25_44_sex_male,W02000259,age_25_44,sex_male,691
W02000259_age_45_64_sex_female,W02000259,age_45_64,sex_female,762
W02000259_age_45_64_sex_male,W02000259,age_45_64,sex_male,707
W02000259_age_65_plus_sex_female,W02000259,age_65_plus,sex_female,537
W02000259_age_65_plus_sex_male,W02000259,age_65_plus,sex_male,498
W02000260_age_0_15_sex_female,W02000260,age_0_15,sex_female,483
W02000260_age_0_15_sex_male,W02000260,age_0_15,sex_male,447
W02000260_age_16_24_sex_female,W02000260,age_16_24,sex_female,330
W02000260_age_16_24_sex_male,W02000260,age_16_24,sex_male,305
W02000260_age_25_44_sex_female,W02000260,age_25_44,sex_female,673
W02000260_age_25_44_sex_male,W02000260,age_25_44,sex_male,624
W02000260_age_45_64_sex_female,W02000260,age_45_64,sex_female,782
W02000260_age_45_64_sex_male,W02000260,age_45_64,sex_male,725
W02000260_age_65_plus_sex_female,W02000260,age_65_plus,sex_female,688
W02000260_age_65_plus_sex_male,W02000260,age_65_plus,sex_male,637
W02000261_age_0_15_sex_female,W02000261,age_0_15,sex_female,616
W02000261_age_0_15_sex_male,W02000261,age_0_15,sex_male,576
W02000261_age_16_24_sex_female,W02000261,age_16_24,sex_female,468
W02000261_age_16_24_sex_male,W02000261,age_16_24,sex_male,438
W02000261_age_25_44_sex_female,W02000261,age_25_44,sex_female,923
W02000261_age_25_44_sex_male,W02000261,age_25_44,sex_male,863
W02000261_age_45_64_sex_female,W02000261,age_45_64,sex_female,1085
W02000261_age_45_64_sex_male,W02000261,age_45_64,sex_male,1015
W02000261_age_65_plus_sex_female,W02000261,age_65_plus,sex_female,858
W02000261_age_65_plus_sex_male,W02000261,age_65_plus,sex_male,802
W02000262_age_0_15_sex_female,W02000262,age_0_15,sex_female,484
W02000262_age_0_15_sex_male,W02000262,age_0_15,sex_male,466
W02000262_age_16_24_sex_female,W02000262,age_16_24,sex_female,315
W02000262_age_16_24_sex_male,W02000262,age_16_24,sex_male,304
W02000262_age_25_44_sex_female,W02000262,age_25_44,sex_female,622
W02000262_age_25_44_sex_male,W02000262,age_25_44,sex_male,599
W02000262_age_45_64_sex_female,W02000262,age_45_64,sex_female,739
W02000262_age_45_64_sex_male,W02000262,age_45_64,sex_male,712
W02000262_age_65_plus_sex_female,W02000262,age_65_plus,sex_female,538
W02000262_age_65_plus_sex_male,W02000262,age_65_plus,sex_male,519
W02000263_age_0_15_sex_female,W02000263,age_0_15,sex_female,606
W02000263_age_0_15_sex_male,W02000263,age_0_15,sex_male,593
W02000263_age_16_24_sex_female,W02000263,age_16_24,sex_female,369
W02000263_age_16_24_sex_male,W02000263,age_16_24,sex_male,361
W02000263_age_25_44_sex_female,W02000263,age_25_44,sex_female,857
W02000263_age_25_44_sex_male,W02000263,age_25_44,sex_male,838
W02000263_age_45_64_sex_female,W02000263,age_45_64,sex_female,834
W02000263_age_45_64_sex_male,W02000263,age_45_64,sex_male,816
W02000263_age_65_plus_sex_female,W02000263,age_65_plus,sex_female,556
W02000263_age_65_plus_sex_male,W02000263,age_65_plus,sex_male,544
W02000264_age_0_15_sex_female,W02000264,age_0_15,sex_female,549
W02000264_age_0_15_sex_male,W02000264,age_0_15,sex_male,539
W02000264_age_16_24_sex_female,W02000264,age_16_24,sex_female,364
W02000264_age_16_24_sex_male,W02000264,age_16_24,sex_male,358
W02000264_age_25_44_sex_female,W02000264,age_25_44,sex_female,708
W02000264_age_25_44_sex_male,W02000264,age_25_44,sex_male,696
W02000264_age_45_64_sex_female,W02000264,age_45_64,sex_female,758
W02000264_age_45_64_sex_male,W02000264,age_45_64,sex_male,744
W02000264_age_65_plus_sex_female,W02000264,age_65_plus,sex_female,510
W02000264_age_65_plus_sex_male,W02000264,age_65_plus,sex_male,501
W02000265_age_0_15_sex_female,W02000265,age_0_15,sex_female,805
W02000265_age_0_15_sex_male,W02000265,age_0_15,sex_male,775
W02000265_age_16_24_sex_female,W02000265,age_16_24,sex_female,573
W02000265_age_16_24_sex_male,W02000265,age_16_24,sex_male,551
W02000265_age_25_44_sex_female,W02000265,age_25_44,sex_female,1160
W02000265_age_25_44_sex_male,W02000265,age_25_44,sex_male,1115
W02000265_age_45_64_sex_female,W02000265,age_45_64,sex_female,1217
W02000265_age_45_64_sex_male,W02000265,age_45_64,sex_male,1171
W02000265_age_65_plus_sex_female,W02000265,age_65_plus,sex_female,929
W02000265_age_65_plus_sex_male,W02000265,age_65_plus,sex_male,894
W02000266_age_0_15_sex_female,W02000266,age_0_15,sex_female,723
W02000266_age_0_15_sex_male,W02000266,age_0_15,sex_male,681
W02000266_age_16_24_sex_female,W02000266,age_16_24,sex_female,416
W02000266_age_16_24_sex_male,W02000266,age_16_24,sex_male,393
W02000266_age_25_44_sex_female,W02000266,age_25_44,sex_female,998
W02000266_age_25_44_sex_male,W02000266,age_25_44,sex_male,940
W02000266_age_45_64_sex_female,W02000266,age_45_64,sex_female,1042
W02000266_age_45_64_sex_male,W02000266,age_45_64,sex_male,983
W02000266_age_65_plus_sex_female,W02000266,age_65_plus,sex_female,679
W02000266_age_65_plus_sex_male,W02000266,age_65_plus,sex_male,641
W02000267_age_0_15_sex_female,W02000267,age_0_15,sex_female,565
W02000267_age_0_15_sex_male,W02000267,age_0_15,sex_male,549
W02000267_age_16_24_sex_female,W02000267,age_16_24,sex_female,421
W02000267_age_16_24_sex_male,W02000267,age_16_24,sex_male,410
W02000267_age_25_44_sex_female,W02000267,age_25_44,sex_female,820
W02000267_age_25_44_sex_male,W02000267,age_25_44,sex_male,796
W02000267_age_45_64_sex_female,W02000267,age_45_64,sex_female,778
W02000267_age_45_64_sex_male,W02000267,age_45_64,sex_male,756
W02000267_age_65_plus_sex_female,W02000267,age_65_plus,sex_female,629
W02000267_age_65_plus_sex_male,W02000267,age_65_plus,sex_male,612
W02000268_age_0_15_sex_female,W02000268,age_0_15,sex_female,705
W02000268_age_0_15_sex_male,W02000268,age_0_15,sex_male,697
W02000268_age_16_24_sex_female,W02000268,age_16_24,sex_female,514
W02000268_age_16_24_sex_male,W02000268,age_16_24,sex_male,507
W02000268_age_25_44_sex_female,W02000268,age_25_44,sex_female,1121
W02000268_age_25_44_sex_male,W02000268,age_25_44,sex_male,1108
W02000268_age_45_64_sex_female,W02000268,age_45_64,sex_female,1227
W02000268_age_45_64_sex_male,W02000268,age_45_64,sex_male,1212
W02000268_age_65_plus_sex_female,W02000268,age_65_plus,sex_female,922
W02000268_age_65_plus_sex_male,W02000268,age_65_plus,sex_male,911
W02000269_age_0_15_sex_female,W02000269,age_0_15,sex_female,717
W02000269_age_0_15_sex_male,W02000269,age_0_15,sex_male,674
W02000269_age_16_24_sex_female,W02000269,age_16_24,sex_female,507
W02000269_age_16_24_sex_male,W02000269,age_16_24,sex_male,477
W02000269_age_25_44_sex_female,W02000269,age_25_44,sex_female,1046
W02000269_age_25_44_sex_male,W02000269,age_25_44,sex_male,983
W02000269_age_45_64_sex_female,W02000269,age_45_64,sex_female,1100
W02000269_age_45_64_sex_male,W02000269,age_45_64,sex_male,1034
W02000269_age_65_plus_sex_female,W02000269,age_65_plus,sex_female,851
W02000269_age_65_plus_sex_male,W02000269,age_65_plus,sex_male,800
W02000270_age_0_15_sex_female,W02000270,age_0_15,sex_female,544
W02000270_age_0_15_sex_male,W02000270,age_0_15,sex_male,525
W02000270_age_16_24_sex_female,W02000270,age_16_24,sex_female,348
W02000270_age_16_24_sex_male,W02000270,age_16_24,sex_male,336
W02000270_age_25_44_sex_female,W02000270,age_25_44,sex_female,891
W02000270_age_25_44_sex_male,W02000270,age_25_44,sex_male,859
W02000270_age_45_64_sex_female,W02000270,age_45_64,sex_female,924
W02000270_age_45_64_sex_male,W02000270,age_45_64,sex_male,890
W02000270_age_65_plus_sex_female,W02000270,age_65_plus,sex_female,650
W02000270_age_65_plus_sex_male,W02000270,age_65_plus,sex_male,626
W02000271_age_0_15_sex_female,W02000271,age_0_15,sex_female,492
W02000271_age_0_15_sex_male,W02000271,age_0_15,sex_male,492
W02000271_age_16_24_sex_female,W02000271,age_16_24,sex_female,272
W02000271_age_16_24_sex_male,W02000271,age_16_24,sex_male,271
W02000271_age_25_44_sex_female,W02000271,age_25_44,sex_female,691
W02000271_age_25_44_sex_male,W02000271,age_25_44,sex_male,691
W02000271_age_45_64_sex_female,W02000271,age_45_64,sex_female,737
W02000271_age_45_64_sex_male,W02000271,age_45_64,sex_male,737
W02000271_age_65_plus_sex_female,W02000271,age_65_plus,sex_female,534
W02000271_age_65_plus_sex_male,W02000271,age_65_plus,sex_male,533
W02000272_age_0_15_sex_female,W02000272,age_0_15,sex_female,790
W02000272_age_0_15_sex_male,W02000272,age_0_15,sex_male,754
W02000272_age_16_24_sex_female,W02000272,age_16_24,sex_female,566
W02000272_age_16_24_sex_male,W02000272,age_16_24,sex_male,540
W02000272_age_25_44_sex_female,W02000272,age_25_44,sex_female,1351
W02000272_age_25_44_sex_male,W02000272,age_25_44,sex_male,1291
W02000272_age_45_64_sex_female,W02000272,age_45_64,sex_female,1347
W02000272_age_45_64_sex_male,W02000272,age_45_64,sex_male,1287
W02000272_age_65_plus_sex_female,W02000272,age_65_plus,sex_female,1021
W02000272_age_65_plus_sex_male,W02000272,age_65_plus,sex_male,975
W02000273_age_0_15_sex_female,W02000273,age_0_15,sex_female,802
W02000273_age_0_15_sex_male,W02000273,age_0_15,sex_male,806
W02000273_age_16_24_sex_female,W02000273,age_16_24,sex_female,1430
W02000273_age_16_24_sex_male,W02000273,age_16_24,sex_male,1438
W02000273_age_25_44_sex_female,W02000273,age_25_44,sex_female,1409
W02000273_age_25_44_sex_male,W02000273,age_25_44,sex_male,1417
W02000273_age_45_64_sex_female,W02000273,age_45_64,sex_female,914
W02000273_age_45_64_sex_male,W02000273,age_45_64,sex_male,919
W02000273_age_65_plus_sex_female,W02000273,age_65_plus,sex_female,644
W02000273_age_65_plus_sex_male,W02000273,age_65_plus,sex_male,648
W02000274_age_0_15_sex_female,W02000274,age_0_15,sex_female,920
W02000274_age_0_15_sex_male,W02000274,age_0_15,sex_male,888
W02000274_age_16_24_sex_female,W02000274,age_16_24,sex_female,599
W02000274_age_16_24_sex_male,W02000274,age_16_24,sex_male,579
W02000274_age_25_44_sex_female,W02000274,age_25_44,sex_female,1320
W02000274_age_25_44_sex_male,W02000274,age_25_44,sex_male,1275
W02000274_age_45_64_sex_female,W02000274,age_45_64,sex_female,1443
W02000274_age_45_64_sex_male,W02000274,age_45_64,sex_male,1393
W02000274_age_65_plus_sex_female,W02000274,age_65_plus,sex_female,893
W02000274_age_65_plus_sex_male,W02000274,age_65_plus,sex_male,863
W02000275_age_0_15_sex_female,W02000275,age_0_15,sex_female,518
W02000275_age_0_15_sex_male,W02000275,age_0_15,sex_male,492
W02000275_age_16_24_sex_female,W02000275,age_16_24,sex_female,344
W02000275_age_16_24_sex_male,W02000275,age_16_24,sex_male,328
W02000275_age_25_44_sex_female,W02000275,age_25_44,sex_female,759
W02000275_age_25_44_sex_male,W02000275,age_25_44,sex_male,722
W02000275_age_45_64_sex_female,W02000275,age_45_64,sex_female,827
W02000275_age_45_64_sex_male,W02000275,age_45_64,sex_male,787
W02000275_age_65_plus_sex_female,W02000275,age_65_plus,sex_female,654
W02000275_age_65_plus_sex_male,W02000275,age_65_plus,sex_male,623
W02000276_age_0_15_sex_female,W02000276,age_0_15,sex_female,590
W02000276_age_0_15_sex_male,W02000276,age_0_15,sex_male,561
W02000276_age_16_24_sex_female,W02000276,age_16_24,sex_female,286
W02000276_age_16_24_sex_male,W02000276,age_16_24,sex_male,272
W02000276_age_25_44_sex_female,W02000276,age_25_44,sex_female,856
W02000276_age_25_44_sex_male,W02000276,age_25_44,sex_male,815
W02000276_age_45_64_sex_female,W02000276,age_45_64,sex_female,756
W02000276_age_45_64_sex_male,W02000276,age_45_64,sex_male,719
W02000276_age_65_plus_sex_female,W02000276,age_65_plus,sex_female,846
W02000276_age_65_plus_sex_male,W02000276,age_65_plus,sex_male,805
W02000277_age_0_15_sex_female,W02000277,age_0_15,sex_female,556
W02000277_age_0_15_sex_male,W02000277,age_0_15,sex_male,531
W02000277_age_16_24_sex_female,W02000277,age_16_24,sex_female,314
W02000277_age_16_24_sex_male,W02000277,age_16_24,sex_male,300
W02000277_age_25_44_sex_female,W02000277,age_25_44,sex_female,927
W02000277_age_25_44_sex_male,W02000277,age_25_44,sex_male,887
W02000277_age_45_64_sex_female,W02000277,age_45_64,sex_female,1004
W02000277_age_45_64_sex_male,W02000277,age_45_64,sex_male,959
W02000277_age_65_plus_sex_female,W02000277,age_65_plus,sex_female,749
W02000277_age_65_plus_sex_male,W02000277,age_65_plus,sex_male,717
W02000278_age_0_15_sex_female,W02000278,age_0_15,sex_female,776
W02000278_age_0_15_sex_male,W02000278,age_0_15,sex_male,757
W02000278_age_16_24_sex_female,W02000278,age_16_24,sex_female,471
W02000278_age_16_24_sex_male,W02000278,age_16_24,sex_male,460
W02000278_age_25_44_sex_female,W02000278,age_25_44,sex_female,1104
W02000278_age_25_44_sex_male,W02000278,age_25_44,sex_male,1077
W02000278_age_45_64_sex_female,W02000278,age_45_64,sex_female,1331
W02000278_age_45_64_sex_male,W02000278,age_45_64,sex_male,1299
W02000278_age_65_plus_sex_female,W02000278,age_65_plus,sex_female,846
W02000278_age_65_plus_sex_male,W02000278,age_65_plus,sex_male,826
W02000279_age_0_15_sex_female,W02000279,age_0_15,sex_female,709
W02000279_age_0_15_sex_male,W02000279,age_0_15,sex_male,663
