cell_id,domain_id,age_group,sex,car_access,economic_status,pop_count
W02000303_age_16_24_sex_female_car_access_econ_unemployed,W02000303,age_16_24,sex_female,car_access,econ_unemployed,4.075392007138797
W02000303_age_16_24_sex_female_car_access_econ_inactive,W02000303,age_16_24,sex_female,car_access,econ_inactive,46.66216033570559
W02000303_age_16_24_sex_male_no_car_access_econ_employed,W02000303,age_16_24,sex_male,no_car_access,econ_employed,14.34703598960646
W02000303_age_16_24_sex_male_no_car_access_econ_unemployed,W02000303,age_16_24,sex_male,no_car_access,econ_unemployed,0.7866521038687615
W02000303_age_16_24_sex_male_no_car_access_econ_inactive,W02000303,age_16_24,sex_male,no_car_access,econ_inactive,9.006958480275133
W02000303_age_16_24_sex_male_car_access_econ_employed,W02000303,age_16_24,sex_male,car_access,econ_employed,74.93611228037477
W02000303_age_16_24_sex_male_car_access_econ_unemployed,W02000303,age_16_24,sex_male,car_access,econ_unemployed,4.10876855845397
W02000303_age_16_24_sex_male_car_access_econ_inactive,W02000303,age_16_24,sex_male,car_access,econ_inactive,47.04431301848884
W02000303_age_25_44_sex_female_no_car_access_econ_employed,W02000303,age_25_44,sex_female,no_car_access,econ_employed,40.56812982838952
W02000303_age_25_44_sex_female_no_car_access_econ_unemployed,W02000303,age_25_44,sex_female,no_car_access,econ_unemployed,2.224362209911697
W02000303_age_25_44_sex_female_no_car_access_econ_inactive,W02000303,age_25_44,sex_female,no_car_access,econ_inactive,25.468358847877845
W02000303_age_25_44_sex_female_car_access_econ_employed,W02000303,age_25_44,sex_female,car_access,econ_employed,211.8917059960903
W02000303_age_25_44_sex_female_car_access_econ_unemployed,W02000303,age_25_44,sex_female,car_access,econ_unemployed,11.618083096391375
W02000303_age_25_44_sex_female_car_access_econ_inactive,W02000303,age_25_44,sex_female,car_access,econ_inactive,133.02397788672454
W02000303_age_25_44_sex_male_no_car_access_econ_employed,W02000303,age_25_44,sex_male,no_car_access,econ_employed,40.900373760901054
W02000303_age_25_44_sex_male_no_car_access_econ_unemployed,W02000303,age_25_44,sex_male,no_car_access,econ_unemployed,2.2425792401538436
W02000303_age_25_44_sex_male_no_car_access_econ_inactive,W02000303,age_25_44,sex_male,no_car_access,econ_inactive,25.676939024830254
W02000303_age_25_44_sex_male_car_access_econ_employed,W02000303,age_25_44,sex_male,car_access,econ_employed,213.62705179498516
W02000303_age_25_44_sex_male_car_access_econ_unemployed,W02000303,age_25_44,sex_male,car_access,econ_unemployed,11.713232604946967
W02000303_age_25_44_sex_male_car_access_econ_inactive,W02000303,age_25_44,sex_male,car_access,econ_inactive,134.11341458785841
W02000303_age_45_64_sex_female_no_car_access_econ_employed,W02000303,age_45_64,sex_female,no_car_access,econ_employed,39.30228984380968
W02000303_age_45_64_sex_female_no_car_access_econ_unemployed,W02000303,age_45_64,sex_female,no_car_access,econ_unemployed,2.154955840000009
W02000303_age_45_64_sex_female_no_car_access_econ_inactive,W02000303,age_45_64,sex_female,no_car_access,econ_inactive,24.673674273862535
W02000303_age_45_64_sex_female_car_access_econ_employed,W02000303,age_45_64,sex_female,car_access,econ_employed,205.28008759057568
W02000303_age_45_64_sex_female_car_access_econ_unemployed,W02000303,age_45_64,sex_female,car_access,econ_unemployed,11.255566160318772
W02000303_age_45_64_sex_female_car_access_econ_inactive,W02000303,age_45_64,sex_female,car_access,econ_inactive,128.87325487264457
W02000303_age_45_64_sex_male_no_car_access_econ_employed,W02000303,age_45_64,sex_male,no_car_access,econ_employed,39.62416682925743
W02000303_age_45_64_sex_male_no_car_access_econ_unemployed,W02000303,age_45_64,sex_male,no_car_access,econ_unemployed,2.1726044475571964
W02000303_age_45_64_sex_male_no_car_access_econ_inactive,W02000303,age_45_64,sex_male,no_car_access,econ_inactive,24.875746161448536
W02000303_age_45_64_sex_male_car_access_econ_employed,W02000303,age_45_64,sex_male,car_access,econ_employed,206.96128570978684
W02000303_age_45_64_sex_male_car_access_econ_unemployed,W02000303,age_45_64,sex_male,car_access,econ_unemployed,11.347746736045753
W02000303_age_45_64_sex_male_car_access_econ_inactive,W02000303,age_45_64,sex_male,car_access,econ_inactive,129.9286980783228
W02000303_age_65_plus_sex_female_no_car_access_econ_employed,W02000303,age_65_plus,sex_female,no_car_access,econ_employed,25.929302909941974
W02000303_age_65_plus_sex_female_no_car_access_econ_unemployed,W02000303,age_65_plus,sex_female,no_car_access,econ_unemployed,1.4217111256103954
W02000303_age_65_plus_sex_female_no_car_access_econ_inactive,W02000303,age_65_plus,sex_female,no_car_access,econ_inactive,16.278216274184633
W02000303_age_65_plus_sex_female_car_access_econ_employed,W02000303,age_65_plus,sex_female,car_access,econ_employed,135.43153830650968
W02000303_age_65_plus_sex_female_car_access_econ_unemployed,W02000303,age_65_plus,sex_female,car_access,econ_unemployed,7.425750142132384
W02000303_age_65_plus_sex_female_car_access_econ_inactive,W02000303,age_65_plus,sex_female,car_access,econ_inactive,85.02287464325121
W02000303_age_65_plus_sex_male_no_car_access_econ_employed,W02000303,age_65_plus,sex_male,no_car_access,econ_employed,26.14165811592569
W02000303_age_65_plus_sex_male_no_car_access_econ_unemployed,W02000303,age_65_plus,sex_male,no_car_access,econ_unemployed,1.4333546225442284
W02000303_age_65_plus_sex_male_no_car_access_econ_inactive,W02000303,age_65_plus,sex_male,no_car_access,econ_inactive,16.411531233786828
W02000303_age_65_plus_sex_male_car_access_econ_employed,W02000303,age_65_plus,sex_male,car_access,econ_employed,136.5406923903529
W02000303_age_65_plus_sex_male_car_access_econ_unemployed,W02000303,age_65_plus,sex_male,car_access,econ_unemployed,7.486565379105511
W02000303_age_65_plus_sex_male_car_access_econ_inactive,W02000303,age_65_plus,sex_male,car_access,econ_inactive,85.71919301790649
W02000304_age_16_24_sex_female_no_car_access_econ_employed,W02000304,age_16_24,sex_female,no_car_access,econ_employed,14.136945195122532
W02000304_age_16_24_sex_female_no_car_access_econ_unemployed,W02000304,age_16_24,sex_female,no_car_access,econ_unemployed,0.748977228880664
W02000304_age_16_24_sex_female_no_car_access_econ_inactive,W02000304,age_16_24,sex_female,no_car_access,econ_inactive,10.133221331914866
W02000304_age_16_24_sex_female_car_access_econ_employed,W02000304,age_16_24,sex_female,car_access,econ_employed,58.61879822945713
W02000304_age_16_24_sex_female_car_access_econ_unemployed,W02000304,age_16_24,sex_female,car_access,econ_unemployed,3.1056316942758744
W02000304_age_16_24_sex_female_car_access_econ_inactive,W02000304,age_16_24,sex_female,car_access,econ_inactive,42.017369981379474
W02000304_age_16_24_sex_male_no_car_access_econ_employed,W02000304,age_16_24,sex_male,no_car_access,econ_employed,13.430097935366407
W02000304_age_16_24_sex_male_no_car_access_econ_unemployed,W02000304,age_16_24,sex_male,no_car_access,econ_unemployed,0.7115283674366308
W02000304_age_16_24_sex_male_no_car_access_econ_inactive,W02000304,age_16_24,sex_male,no_car_access,econ_inactive,9.626560265319123
W02000304_age_16_24_sex_male_car_access_econ_employed,W02000304,age_16_24,sex_male,car_access,econ_employed,55.68785831798427
W02000304_age_16_24_sex_male_car_access_econ_unemployed,W02000304,age_16_24,sex_male,car_access,econ_unemployed,2.9503501095620805
W02000304_age_16_24_sex_male_car_access_econ_inactive,W02000304,age_16_24,sex_male,car_access,econ_inactive,39.9165014823105
W02000304_age_25_44_sex_female_no_car_access_econ_employed,W02000304,age_25_44,sex_female,no_car_access,econ_employed,36.30567695242973
W02000304_age_25_44_sex_female_no_car_access_econ_unemployed,W02000304,age_25_44,sex_female,no_car_access,econ_unemployed,1.9234795736386612
W02000304_age_25_44_sex_female_no_car_access_econ_inactive,W02000304,age_25_44,sex_female,no_car_access,econ_inactive,26.023547172758356
W02000304_age_25_44_sex_female_car_access_econ_employed,W02000304,age_25_44,sex_female,car_access,econ_employed,150.54137386007486
W02000304_age_25_44_sex_female_car_access_econ_unemployed,W02000304,age_25_44,sex_female,car_access,econ_unemployed,7.975701926361582
W02000304_age_25_44_sex_female_car_access_econ_inactive,W02000304,age_25_44,sex_female,car_access,econ_inactive,107.90655547430376
W02000304_age_25_44_sex_male_no_car_access_econ_employed,W02000304,age_25_44,sex_male,no_car_access,econ_employed,34.49039310480824
W02000304_age_25_44_sex_male_no_car_access_econ_unemployed,W02000304,age_25_44,sex_male,no_car_access,econ_unemployed,1.827305594956728
W02000304_age_25_44_sex_male_no_car_access_econ_inactive,W02000304,age_25_44,sex_male,no_car_access,econ_inactive,24.722369814120437
W02000304_age_25_44_sex_male_car_access_econ_employed,W02000304,age_25_44,sex_male,car_access,econ_employed,143.01430516707111
W02000304_age_25_44_sex_male_car_access_econ_unemployed,W02000304,age_25_44,sex_male,car_access,econ_unemployed,7.576916830043504
W02000304_age_25_44_sex_male_car_access_econ_inactive,W02000304,age_25_44,sex_male,car_access,econ_inactive,102.51122770058858
W02000304_age_45_64_sex_female_no_car_access_econ_employed,W02000304,age_45_64,sex_female,no_car_access,econ_employed,37.25648034608399
W02000304_age_45_64_sex_female_no_car_access_econ_unemployed,W02000304,age_45_64,sex_female,no_car_access,econ_unemployed,1.9738532633686883
W02000304_age_45_64_sex_female_no_car_access_econ_inactive,W02000304,age_45_64,sex_female,no_car_access,econ_inactive,26.70507356322343
W02000304_age_45_64_sex_female_car_access_econ_employed,W02000304,age_45_64,sex_female,car_access,econ_employed,154.48387710382596
W02000304_age_45_64_sex_female_car_access_econ_unemployed,W02000304,age_45_64,sex_female,car_access,econ_unemployed,8.184576270401376
W02000304_age_45_64_sex_female_car_access_econ_inactive,W02000304,age_45_64,sex_female,car_access,econ_inactive,110.73250248190095
W02000304_age_45_64_sex_male_no_car_access_econ_employed,W02000304,age_45_64,sex_male,no_car_access,econ_employed,35.39365632877979
W02000304_age_45_64_sex_male_no_car_access_econ_unemployed,W02000304,age_45_64,sex_male,no_car_access,econ_unemployed,1.875160600200254
W02000304_age_45_64_sex_male_no_car_access_econ_inactive,W02000304,age_45_64,sex_male,no_car_access,econ_inactive,25.36981988506226
W02000304_age_45_64_sex_male_car_access_econ_employed,W02000304,age_45_64,sex_male,car_access,econ_employed,146.75968324863467
W02000304_age_45_64_sex_male_car_access_econ_unemployed,W02000304,age_45_64,sex_male,car_access,econ_unemployed,7.775347456881308
W02000304_age_45_64_sex_male_car_access_econ_inactive,W02000304,age_45_64,sex_male,car_access,econ_inactive,105.19587735780593
W02000304_age_65_plus_sex_female_no_car_access_econ_employed,W02000304,age_65_plus,sex_female,no_car_access,econ_employed,27.498234990158696
W02000304_age_65_plus_sex_female_no_car_access_econ_unemployed,W02000304,age_65_plus,sex_female,no_car_access,econ_unemployed,1.4568601319289376
W02000304_age_65_plus_sex_female_no_car_access_econ_inactive,W02000304,age_65_plus,sex_female,no_car_access,econ_inactive,19.710460608450333
W02000304_age_65_plus_sex_female_car_access_econ_employed,W02000304,age_65_plus,sex_female,car_access,econ_employed,114.02134381269624
W02000304_age_65_plus_sex_female_car_access_econ_unemployed,W02000304,age_65_plus,sex_female,car_access,econ_unemployed,6.040865897361391
W02000304_age_65_plus_sex_female_car_access_econ_inactive,W02000304,age_65_plus,sex_female,car_access,econ_inactive,81.72936214077176
W02000304_age_65_plus_sex_male_no_car_access_econ_employed,W02000304,age_65_plus,sex_male,no_car_access,econ_employed,26.123323240650763
W02000304_age_65_plus_sex_male_no_car_access_econ_unemployed,W02000304,age_65_plus,sex_male,no_car_access,econ_unemployed,1.3840171253324907
W02000304_age_65_plus_sex_male_no_car_access_econ_inactive,W02000304,age_65_plus,sex_male,no_car_access,econ_inactive,18.724937578027813
W02000304_age_65_plus_sex_male_car_access_econ_employed,W02000304,age_65_plus,sex_male,car_access,econ_employed,108.32027662206144
W02000304_age_65_plus_sex_male_car_access_econ_unemployed,W02000304,age_65_plus,sex_male,car_access,econ_unemployed,5.738822602493322
W02000304_age_65_plus_sex_male_car_access_econ_inactive,W02000304,age_65_plus,sex_male,car_access,econ_inactive,77.64289403373317
W02000305_age_16_24_sex_female_no_car_access_econ_employed,W02000305,age_16_24,sex_female,no_car_access,econ_employed,16.045855053577107
W02000305_age_16_24_sex_female_no_car_access_econ_unemployed,W02000305,age_16_24,sex_female,no_car_access,econ_unemployed,0.9272730307343554
W02000305_age_16_24_sex_female_no_car_access_econ_inactive,W02000305,age_16_24,sex_female,no_car_access,econ_inactive,11.991195341546137
W02000305_age_16_24_sex_female_car_access_econ_employed,W02000305,age_16_24,sex_female,car_access,econ_employed,60.9517681457246
W02000305_age_16_24_sex_female_car_access_econ_unemployed,W02000305,age_16_24,sex_female,car_access,econ_unemployed,3.522338360180065
W02000305_age_16_24_sex_female_car_access_econ_inactive,W02000305,age_16_24,sex_female,car_access,econ_inactive,45.54974202419189
W02000305_age_16_24_sex_male_no_car_access_econ_employed,W02000305,age_16_24,sex_male,no_car_access,econ_employed,15.256046373582043
W02000305_age_16_24_sex_male_no_car_access_econ_unemployed,W02000305,age_16_24,sex_male,no_car_access,econ_unemployed,0.8816308205838869
W02000305_age_16_24_sex_male_no_car_access_econ_inactive,W02000305,age_16_24,sex_male,no_car_access,econ_inactive,11.400965021463682
W02000305_age_16_24_sex_male_car_access_econ_employed,W02000305,age_16_24,sex_male,car_access,econ_employed,57.9516017238169
W02000305_age_16_24_sex_male_car_access_econ_unemployed,W02000305,age_16_24,sex_male,car_access,econ_unemployed,3.3489619086627855
W02000305_age_16_24_sex_male_car_access_econ_inactive,W02000305,age_16_24,sex_male,car_access,econ_inactive,43.307693750533666
W02000305_age_25_44_sex_female_no_car_access_econ_employed,W02000305,age_25_44,sex_female,no_car_access,econ_employed,40.35931760666987
W02000305_age_25_44_sex_female_no_car_access_econ_unemployed,W02000305,age_25_44,sex_female,no_car_access,econ_unemployed,2.3323223742547916
W02000305_age_25_44_sex_female_no_car_access_econ_inactive,W02000305,age_25_44,sex_female,no_car_access,econ_inactive,30.160839647195502
W02000305_age_25_44_sex_female_car_access_econ_employed,W02000305,age_25_44,sex_female,car_access,econ_employed,153.30886145160585
W02000305_age_25_44_sex_female_car_access_econ_unemployed,W02000305,age_25_44,sex_female,car_access,econ_unemployed,8.859557320067676
W02000305_age_25_44_sex_female_car_access_econ_inactive,W02000305,age_25_44,sex_female,car_access,econ_inactive,114.56893379118571
W02000305_age_25_44_sex_male_no_car_access_econ_employed,W02000305,age_25_44,sex_male,no_car_access,econ_employed,38.3727522751253
W02000305_age_25_44_sex_male_no_car_access_econ_unemployed,W02000305,age_25_44,sex_male,no_car_access,econ_unemployed,2.2175208601203065
W02000305_age_25_44_sex_male_no_car_access_econ_inactive,W02000305,age_25_44,sex_male,no_car_access,econ_inactive,28.67626354515825
W02000305_age_25_44_sex_male_car_access_econ_employed,W02000305,age_25_44,sex_male,car_access,econ_employed,145.76269647065988
W02000305_age_25_44_sex_male_car_access_econ_unemployed,W02000305,age_25_44,sex_male,car_access,econ_unemployed,8.423472409108486
W02000305_age_25_44_sex_male_car_access_econ_inactive,W02000305,age_25_44,sex_male,car_access,econ_inactive,108.92962456996192
W02000305_age_45_64_sex_female_no_car_access_econ_employed,W02000305,age_45_64,sex_female,no_car_access,econ_employed,42.960652053557965
W02000305_age_45_64_sex_female_no_car_access_econ_unemployed,W02000305,age_45_64,sex_female,no_car_access,econ_unemployed,2.4826507468136514
W02000305_age_45_64_sex_female_no_car_access_econ_inactive,W02000305,age_45_64,sex_female,no_car_access,econ_inactive,32.104837607863494
W02000305_age_45_64_sex_female_car_access_econ_employed,W02000305,age_45_64,sex_female,car_access,econ_employed,163.19028774810374
W02000305_age_45_64_sex_female_car_access_econ_unemployed,W02000305,age_45_64,sex_female,car_access,econ_unemployed,9.430594518106497
W02000305_age_45_64_sex_female_car_access_econ_inactive,W02000305,age_45_64,sex_female,car_access,econ_inactive,121.95340240184925
W02000305_age_45_64_sex_male_no_car_access_econ_employed,W02000305,age_45_64,sex_male,no_car_access,econ_employed,40.84604390230314
W02000305_age_45_64_sex_male_no_car_access_econ_unemployed,W02000305,age_45_64,sex_male,no_car_access,econ_unemployed,2.3604497732486736
W02000305_age_45_64_sex_male_no_car_access_econ_inactive,W02000305,age_45_64,sex_male,no_car_access,econ_inactive,30.524574086358626
W02000305_age_45_64_sex_male_car_access_econ_employed,W02000305,age_45_64,sex_male,car_access,econ_employed,155.15773944675217
W02000305_age_45_64_sex_male_car_access_econ_unemployed,W02000305,age_45_64,sex_male,car_access,econ_unemployed,8.9664020283299
W02000305_age_45_64_sex_male_car_access_econ_inactive,W02000305,age_45_64,sex_male,car_access,econ_inactive,115.95061504958294
W02000305_age_65_plus_sex_female_no_car_access_econ_employed,W02000305,age_65_plus,sex_female,no_car_access,econ_employed,32.01444274734566
W02000305_age_65_plus_sex_female_no_car_access_econ_unemployed,W02000305,age_65_plus,sex_female,no_car_access,econ_unemployed,1.8500808622837945
W02000305_age_65_plus_sex_female_no_car_access_econ_inactive,W02000305,age_65_plus,sex_female,no_car_access,econ_inactive,23.92464816940907
W02000305_age_65_plus_sex_female_car_access_econ_employed,W02000305,age_65_plus,sex_female,car_access,econ_employed,121.61002857967205
W02000305_age_65_plus_sex_female_car_access_econ_unemployed,W02000305,age_65_plus,sex_female,car_access,econ_unemployed,7.027715219428284
W02000305_age_65_plus_sex_female_car_access_econ_inactive,W02000305,age_65_plus,sex_female,car_access,econ_inactive,90.88014339658191
W02000305_age_65_plus_sex_male_no_car_access_econ_employed,W02000305,age_65_plus,sex_male,no_car_access,econ_employed,30.438628639426128
W02000305_age_65_plus_sex_male_no_car_access_econ_unemployed,W02000305,age_65_plus,sex_male,no_car_access,econ_unemployed,1.7590162279065351
W02000305_age_65_plus_sex_male_no_car_access_econ_inactive,W02000305,age_65_plus,sex_male,no_car_access,econ_inactive,22.747029729822398
W02000305_age_65_plus_sex_male_car_access_econ_employed,W02000305,age_65_plus,sex_male,car_access,econ_employed,115.62414276517562
W02000305_age_65_plus_sex_male_car_access_econ_unemployed,W02000305,age_65_plus,sex_male,car_access,econ_unemployed,6.68179719497246
W02000305_age_65_plus_sex_male_car_access_econ_inactive,W02000305,age_65_plus,sex_male,car_access,econ_inactive,86.40684322939542
W02000306_age_16_24_sex_female_no_car_access_econ_employed,W02000306,age_16_24,sex_female,no_car_access,econ_employed,12.111283996506076
W02000306_age_16_24_sex_female_no_car_access_econ_unemployed,W02000306,age_16_24,sex_female,no_car_access,econ_unemployed,0.6016062638787332
W02000306_age_16_24_sex_female_no_car_access_econ_inactive,W02000306,age_16_24,sex_female,no_car_access,econ_inactive,9.831512891281404
W02000306_age_16_24_sex_female_car_access_econ_employed,W02000306,age_16_24,sex_female,car_access,econ_employed,42.13717557117739
W02000306_age_16_24_sex_female_car_access_econ_unemployed,W02000306,age_16_24,sex_female,car_access,econ_unemployed,2.093088459744759
W02000306_age_16_24_sex_female_car_access_econ_inactive,W02000306,age_16_24,sex_female,car_access,econ_inactive,34.205471934249886
W02000306_age_16_24_sex_male_no_car_access_econ_employed,W02000306,age_16_24,sex_male,no_car_access,econ_employed,11.68542354686077
W02000306_age_16_24_sex_male_no_car_access_econ_unemployed,W02000306,age_16_24,sex_male,no_car_access,econ_unemployed,0.5804524114780513
W02000306_age_16_24_sex_male_no_car_access_econ_inactive,W02000306,age_16_24,sex_male,no_car_access,econ_inactive,9.485814408628155
W02000306_age_16_24_sex_male_car_access_econ_employed,W02000306,age_16_24,sex_male,car_access,econ_employed,40.65553609011977
W02000306_age_16_24_sex_male_car_access_econ_unemployed,W02000306,age_16_24,sex_male,car_access,econ_unemployed,2.01949068160072
W02000306_age_16_24_sex_male_car_access_econ_inactive,W02000306,age_16_24,sex_male,car_access,econ_inactive,33.00272929668546
W02000306_age_25_44_sex_female_no_car_access_econ_employed,W02000306,age_25_44,sex_female,no_car_access,econ_employed,30.366705803348218
W02000306_age_25_44_sex_female_no_car_access_econ_unemployed,W02000306,age_25_44,sex_female,no_car_access,econ_unemployed,1.508411530100957
W02000306_age_25_44_sex_female_no_car_access_econ_inactive,W02000306,age_25_44,sex_female,no_car_access,econ_inactive,24.65062000507091
W02000306_age_25_44_sex_female_car_access_econ_employed,W02000306,age_25_44,sex_female,car_access,econ_employed,105.65083060748235
W02000306_age_25_44_sex_female_car_access_econ_unemployed,W02000306,age_25_44,sex_female,car_access,econ_unemployed,5.2480151151429135
W02000306_age_25_44_sex_female_car_access_econ_inactive,W02000306,age_25_44,sex_female,car_access,econ_inactive,85.7636154343092
W02000306_age_25_44_sex_male_no_car_access_econ_employed,W02000306,age_25_44,sex_male,no_car_access,econ_employed,29.29894296404965
W02000306_age_25_44_sex_male_no_car_access_econ_unemployed,W02000306,age_25_44,sex_male,no_car_access,econ_unemployed,1.455372330240375
W02000306_age_25_44_sex_male_no_car_access_econ_inactive,W02000306,age_25_44,sex_male,no_car_access,econ_inactive,23.7838478178756
W02000306_age_25_44_sex_male_car_access_econ_employed,W02000306,age_25_44,sex_male,car_access,econ_employed,101.93590572908941
W02000306_age_25_44_sex_male_car_access_econ_unemployed,W02000306,age_25_44,sex_male,car_access,econ_unemployed,5.063482898961304
W02000306_age_25_44_sex_male_car_access_econ_inactive,W02000306,age_25_44,sex_male,car_access,econ_inactive,82.74797053302554
W02000306_age_45_64_sex_female_no_car_access_econ_employed,W02000306,age_45_64,sex_female,no_car_access,econ_employed,38.634743103677
W02000306_age_45_64_sex_female_no_car_access_econ_unemployed,W02000306,age_45_64,sex_female,no_car_access,econ_unemployed,1.9191114221434329
W02000306_age_45_64_sex_female_no_car_access_econ_inactive,W02000306,age_45_64,sex_female,no_car_access,econ_inactive,31.36232087239663
W02000306_age_45_64_sex_female_car_access_econ_employed,W02000306,age_45_64,sex_female,car_access,econ_employed,134.4167103815429
W02000306_age_45_64_sex_female_car_access_econ_unemployed,W02000306,age_45_64,sex_female,car_access,econ_unemployed,6.676908489540693
W02000306_age_45_64_sex_female_car_access_econ_inactive,W02000306,age_45_64,sex_female,car_access,econ_inactive,109.1147413685466
W02000306_age_45_64_sex_male_no_car_access_econ_employed,W02000306,age_45_64,sex_male,no_car_access,econ_employed,37.27625715992328
W02000306_age_45_64_sex_male_no_car_access_econ_unemployed,W02000306,age_45_64,sex_male,no_car_access,econ_unemployed,1.8516310746105682
W02000306_age_45_64_sex_male_no_car_access_econ_inactive,W02000306,age_45_64,sex_male,no_car_access,econ_inactive,30.259549929820075
W02000306_age_45_64_sex_male_car_access_econ_employed,W02000306,age_45_64,sex_male,car_access,econ_employed,129.69031136889976
W02000306_age_45_64_sex_male_car_access_econ_unemployed,W02000306,age_45_64,sex_male,car_access,econ_unemployed,6.442133113749269
W02000306_age_45_64_sex_male_car_access_econ_inactive,W02000306,age_45_64,sex_male,car_access,econ_inactive,105.27801746416569
W02000306_age_65_plus_sex_female_no_car_access_econ_employed,W02000306,age_65_plus,sex_female,no_car_access,econ_employed,28.091099206927456
W02000306_age_65_plus_sex_female_no_car_access_econ_unemployed,W02000306,age_65_plus,sex_female,no_car_access,econ_unemployed,1.3953748625663311
W02000306_age_65_plus_sex_female_no_car_access_econ_inactive,W02000306,age_65_plus,sex_female,no_car_access,econ_inactive,22.803362885623464
W02000306_age_65_plus_sex_female_car_access_econ_employed,W02000306,age_65_plus,sex_female,car_access,econ_employed,97.73361599076844
W02000306_age_65_plus_sex_female_car_access_econ_unemployed,W02000306,age_65_plus,sex_female,car_access,econ_unemployed,4.854741709345361
W02000306_age_65_plus_sex_female_car_access_econ_inactive,W02000306,age_65_plus,sex_female,car_access,econ_inactive,79.33670003956497
W02000306_age_65_plus_sex_male_no_car_access_econ_employed,W02000306,age_65_plus,sex_male,no_car_access,econ_employed,27.103351900965166
W02000306_age_65_plus_sex_male_no_car_access_econ_unemployed,W02000306,age_65_plus,sex_male,no_car_access,econ_unemployed,1.3463102905054591
W02000306_age_65_plus_sex_male_no_car_access_econ_inactive,W02000306,age_65_plus,sex_male,no_car_access,econ_inactive,22.001544484312902
W02000306_age_65_plus_sex_male_car_access_econ_employed,W02000306,age_65_plus,sex_male,car_access,econ_employed,94.29707848877463
W02000306_age_65_plus_sex_male_car_access_econ_unemployed,W02000306,age_65_plus,sex_male,car_access,econ_unemployed,4.68403788571691
W02000306_age_65_plus_sex_male_car_access_econ_inactive,W02000306,age_65_plus,sex_male,car_access,econ_inactive,76.5470401850053
W02000307_age_16_24_sex_female_no_car_access_econ_employed,W02000307,age_16_24,sex_female,no_car_access,econ_employed,22.717594704135593
W02000307_age_16_24_sex_female_no_car_access_econ_unemployed,W02000307,age_16_24,sex_female,no_car_access,econ_unemployed,1.6591047076408254
W02000307_age_16_24_sex_female_no_car_access_econ_inactive,W02000307,age_16_24,sex_female,no_car_access,econ_inactive,16.663885819670533
W02000307_age_16_24_sex_female_car_access_econ_employed,W02000307,age_16_24,sex_female,car_access,econ_employed,68.84519265926723
W02000307_age_16_24_sex_female_car_access_econ_unemployed,W02000307,age_16_24,sex_female,car_access,econ_unemployed,5.027881900658989
W02000307_age_16_24_sex_female_car_access_econ_inactive,W02000307,age_16_24,sex_female,car_access,econ_inactive,50.49955528515541
W02000307_age_16_24_sex_male_no_car_access_econ_employed,W02000307,age_16_24,sex_male,no_car_access,econ_employed,21.96240116607125
W02000307_age_16_24_sex_male_no_car_access_econ_unemployed,W02000307,age_16_24,sex_male,no_car_access,econ_unemployed,1.6039516348573588
W02000307_age_16_24_sex_male_no_car_access_econ_inactive,W02000307,age_16_24,sex_male,no_car_access,econ_inactive,16.109933737420985
W02000307_age_16_24_sex_male_car_access_econ_employed,W02000307,age_16_24,sex_male,car_access,econ_employed,66.55659453520578
W02000307_age_16_24_sex_male_car_access_econ_unemployed,W02000307,age_16_24,sex_male,car_access,econ_unemployed,4.860741674284711
W02000307_age_16_24_sex_male_car_access_econ_inactive,W02000307,age_16_24,sex_male,car_access,econ_inactive,48.8208151578157
W02000307_age_25_44_sex_female_no_car_access_econ_employed,W02000307,age_25_44,sex_female,no_car_access,econ_employed,53.779185318369244
W02000307_age_25_44_sex_female_no_car_access_econ_unemployed,W02000307,age_25_44,sex_female,no_car_access,econ_unemployed,3.9275856751926237
W02000307_age_25_44_sex_female_no_car_access_econ_inactive,W02000307,age_25_44,sex_female,no_car_access,econ_inactive,39.448287342544454
W02000307_age_25_44_sex_female_car_access_econ_employed,W02000307,age_25_44,sex_female,car_access,econ_employed,162.97668932475324
W02000307_age_25_44_sex_female_car_access_econ_unemployed,W02000307,age_25_44,sex_female,car_access,econ_unemployed,11.902465732659214
W02000307_age_25_44_sex_female_car_access_econ_inactive,W02000307,age_25_44,sex_female,car_access,econ_inactive,119.54720460266012
W02000307_age_25_44_sex_male_no_car_access_econ_employed,W02000307,age_25_44,sex_male,no_car_access,econ_employed,51.991421527187434
W02000307_age_25_44_sex_male_no_car_access_econ_unemployed,W02000307,age_25_44,sex_male,no_car_access,econ_unemployed,3.797022234796375
W02000307_age_25_44_sex_male_no_car_access_econ_inactive,W02000307,age_25_44,sex_male,no_car_access,econ_inactive,38.13692088510115
W02000307_age_25_44_sex_male_car_access_econ_employed,W02000307,age_25_44,sex_male,car_access,econ_employed,157.55890877905279
W02000307_age_25_44_sex_male_car_access_econ_unemployed,W02000307,age_25_44,sex_male,car_access,econ_unemployed,11.506795974245037
W02000307_age_25_44_sex_male_car_access_econ_inactive,W02000307,age_25_44,sex_male,car_access,econ_inactive,115.57313615107576
W02000307_age_45_64_sex_female_no_car_access_econ_employed,W02000307,age_45_64,sex_female,no_car_access,econ_employed,49.33311450495933
W02000307_age_45_64_sex_female_no_car_access_econ_unemployed,W02000307,age_45_64,sex_female,no_car_access,econ_unemployed,3.6028815366999156
W02000307_age_45_64_sex_female_no_car_access_econ_inactive,W02000307,age_45_64,sex_female,no_car_access,econ_inactive,36.186990653976224
W02000307_age_45_64_sex_female_car_access_econ_employed,W02000307,age_45_64,sex_female,car_access,econ_employed,149.50296529224252
