cell_id,domain_id,age_group,sex,car_access,pop_count
W02000386_age_45_64_sex_male_no_car_access,W02000386,age_45_64,sex_male,no_car_access,53.35589782923789
W02000386_age_45_64_sex_male_car_access,W02000386,age_45_64,sex_male,car_access,270.76127256628183
W02000386_age_65_plus_sex_female_no_car_access,W02000386,age_65_plus,sex_female,no_car_access,50.286255609097395
W02000386_age_65_plus_sex_female_car_access,W02000386,age_65_plus,sex_female,car_access,255.18398368795692
W02000386_age_65_plus_sex_male_no_car_access,W02000386,age_65_plus,sex_male,no_car_access,46.94152759840055
W02000386_age_65_plus_sex_male_car_access,W02000386,age_65_plus,sex_male,car_access,238.21073706651023
W02000387_age_16_24_sex_female_no_car_access,W02000387,age_16_24,sex_female,no_car_access,17.759390707114935
W02000387_age_16_24_sex_female_car_access,W02000387,age_16_24,sex_female,car_access,102.91467142915201
W02000387_age_16_24_sex_male_no_car_access,W02000387,age_16_24,sex_male,no_car_access,16.72571357618454
W02000387_age_16_24_sex_male_car_access,W02000387,age_16_24,sex_male,car_access,96.92457052715928
W02000387_age_25_44_sex_female_no_car_access,W02000387,age_25_44,sex_female,no_car_access,37.658763396943165
W02000387_age_25_44_sex_female_car_access,W02000387,age_25_44,sex_female,car_access,218.23041822442067
W02000387_age_25_44_sex_male_no_car_access,W02000387,age_25_44,sex_male,no_car_access,35.466852472491034
W02000387_age_25_44_sex_male_car_access,W02000387,age_25_44,sex_male,car_access,205.52841755828373
W02000387_age_45_64_sex_female_no_car_access,W02000387,age_45_64,sex_female,no_car_access,36.281303729909325
W02000387_age_45_64_sex_female_car_access,W02000387,age_45_64,sex_female,car_access,210.2481168393341
W02000387_age_45_64_sex_male_no_car_access,W02000387,age_45_64,sex_male,no_car_access,34.16956720896426
W02000387_age_45_64_sex_male_car_access,W02000387,age_45_64,sex_male,car_access,198.01072233734067
W02000387_age_65_plus_sex_female_no_car_access,W02000387,age_65_plus,sex_female,no_car_access,29.63998033528185
W02000387_age_65_plus_sex_female_car_access,W02000387,age_65_plus,sex_female,car_access,171.76202087552377
W02000387_age_65_plus_sex_male_no_car_access,W02000387,age_65_plus,sex_male,no_car_access,27.914798974103
W02000387_age_65_plus_sex_male_car_access,W02000387,age_65_plus,sex_male,car_access,161.76469180779353
W02000388_age_16_24_sex_female_no_car_access,W02000388,age_16_24,sex_female,no_car_access,21.36712503820036
W02000388_age_16_24_sex_female_car_access,W02000388,age_16_24,sex_female,car_access,98.42888747105413
W02000388_age_16_24_sex_male_no_car_access,W02000388,age_16_24,sex_male,no_car_access,19.218514692072777
W02000388_age_16_24_sex_male_car_access,W02000388,age_16_24,sex_male,car_access,88.53119063069592
W02000388_age_25_44_sex_female_no_car_access,W02000388,age_25_44,sex_female,no_car_access,52.59600009403166
W02000388_age_25_44_sex_female_car_access,W02000388,age_25_44,sex_female,car_access,242.28649223644095
W02000388_age_25_44_sex_male_no_car_access,W02000388,age_25_44,sex_male,no_car_access,47.30711308817915
W02000388_age_25_44_sex_male_car_access,W02000388,age_25_44,sex_male,car_access,217.92293078325153
W02000388_age_45_64_sex_female_no_car_access,W02000388,age_45_64,sex_female,no_car_access,59.544051242817076
W02000388_age_45_64_sex_female_car_access,W02000388,age_45_64,sex_female,car_access,274.2930885119934
W02000388_age_45_64_sex_male_no_car_access,W02000388,age_45_64,sex_male,no_car_access,53.55649024329372
W02000388_age_45_64_sex_male_car_access,W02000388,age_45_64,sex_male,car_access,246.71104521910715
W02000388_age_65_plus_sex_female_no_car_access,W02000388,age_65_plus,sex_female,no_car_access,47.06744326596582
W02000388_age_65_plus_sex_female_car_access,W02000388,age_65_plus,sex_female,car_access,216.81887799567866
W02000388_age_65_plus_sex_male_no_car_access,W02000388,age_65_plus,sex_male,no_car_access,42.334490405614865
W02000388_age_65_plus_sex_male_car_access,W02000388,age_65_plus,sex_male,car_access,195.01625908160293
W02000389_age_16_24_sex_female_no_car_access,W02000389,age_16_24,sex_female,no_car_access,47.733014554045276
W02000389_age_16_24_sex_female_car_access,W02000389,age_16_24,sex_female,car_access,145.5884727958075
W02000389_age_16_24_sex_male_no_car_access,W02000389,age_16_24,sex_male,no_car_access,43.51968515501564
W02000389_age_16_24_sex_male_car_access,W02000389,age_16_24,sex_male,car_access,132.73757288258554
W02000389_age_25_44_sex_female_no_car_access,W02000389,age_25_44,sex_female,no_car_access,113.00261649843124
W02000389_age_25_44_sex_female_car_access,W02000389,age_25_44,sex_female,car_access,344.6645578881139
W02000389_age_25_44_sex_male_no_car_access,W02000389,age_25_44,sex_male,no_car_access,103.0280265692527
W02000389_age_25_44_sex_male_car_access,W02000389,age_25_44,sex_male,car_access,314.24147801099195
W02000389_age_45_64_sex_female_no_car_access,W02000389,age_45_64,sex_female,no_car_access,109.40663088187262
W02000389_age_45_64_sex_female_car_access,W02000389,age_45_64,sex_female,car_access,333.6965924452925
W02000389_age_45_64_sex_male_no_car_access,W02000389,age_45_64,sex_male,no_car_access,99.74945379699665
W02000389_age_45_64_sex_male_car_access,W02000389,age_45_64,sex_male,car_access,304.2416402190119
W02000389_age_65_plus_sex_female_no_car_access,W02000389,age_65_plus,sex_female,no_car_access,63.59475932845453
W02000389_age_65_plus_sex_female_car_access,W02000389,age_65_plus,sex_female,car_access,193.9677176257868
W02000389_age_65_plus_sex_male_no_car_access,W02000389,age_65_plus,sex_male,no_car_access,57.981334917569846
W02000389_age_65_plus_sex_male_car_access,W02000389,age_65_plus,sex_male,car_access,176.84644643077183
W02000390_age_16_24_sex_female_no_car_access,W02000390,age_16_24,sex_female,no_car_access,21.979773950357337
W02000390_age_16_24_sex_female_car_access,W02000390,age_16_24,sex_female,car_access,129.69351997608513
W02000390_age_16_24_sex_male_no_car_access,W02000390,age_16_24,sex_male,no_car_access,20.233843630409
W02000390_age_16_24_sex_male_car_access,W02000390,age_16_24,sex_male,car_access,119.39151007650692
W02000390_age_25_44_sex_female_no_car_access,W02000390,age_25_44,sex_female,no_car_access,26.74097127491546
W02000390_age_25_44_sex_female_car_access,W02000390,age_25_44,sex_female,car_access,157.78736851689882
W02000390_age_25_44_sex_male_no_car_access,W02000390,age_25_44,sex_male,no_car_access,24.61684239901392
W02000390_age_25_44_sex_male_car_access,W02000390,age_25_44,sex_male,car_access,145.25376596845055
W02000390_age_45_64_sex_female_no_car_access,W02000390,age_45_64,sex_female,no_car_access,31.78479675115967
W02000390_age_45_64_sex_female_car_access,W02000390,age_45_64,sex_female,car_access,187.54888843228136
W02000390_age_45_64_sex_male_no_car_access,W02000390,age_45_64,sex_male,no_car_access,29.260019176714106
W02000390_age_45_64_sex_male_car_access,W02000390,age_45_64,sex_male,car_access,172.6512242649388
W02000390_age_65_plus_sex_female_no_car_access,W02000390,age_65_plus,sex_female,no_car_access,35.24155645255118
W02000390_age_65_plus_sex_female_car_access,W02000390,age_65_plus,sex_female,car_access,207.94579216739265
W02000390_age_65_plus_sex_male_no_car_access,W02000390,age_65_plus,sex_male,no_car_access,32.442196364879315
W02000390_age_65_plus_sex_male_car_access,W02000390,age_65_plus,sex_male,car_access,191.4279305974458
W02000391_age_16_24_sex_female_no_car_access,W02000391,age_16_24,sex_female,no_car_access,178.75087466274596
W02000391_age_16_24_sex_female_car_access,W02000391,age_16_24,sex_female,car_access,488.9049220686415
W02000391_age_16_24_sex_male_no_car_access,W02000391,age_16_24,sex_male,no_car_access,152.66690496501167
W02000391_age_16_24_sex_male_car_access,W02000391,age_16_24,sex_male,car_access,417.5621597108503
W02000391_age_25_44_sex_female_no_car_access,W02000391,age_25_44,sex_female,no_car_access,93.66001250810099
W02000391_age_25_44_sex_female_car_access,W02000391,age_25_44,sex_female,car_access,256.1712842111453
W02000391_age_25_44_sex_male_no_car_access,W02000391,age_25_44,sex_male,no_car_access,79.99280705940016
W02000391_age_25_44_sex_male_car_access,W02000391,age_25_44,sex_male,car_access,218.7898502606808
W02000391_age_45_64_sex_female_no_car_access,W02000391,age_45_64,sex_female,no_car_access,41.7245545247718
W02000391_age_45_64_sex_female_car_access,W02000391,age_45_64,sex_female,car_access,114.12162383412286
W02000391_age_45_64_sex_male_no_car_access,W02000391,age_45_64,sex_male,no_car_access,35.63595765536339
W02000391_age_45_64_sex_male_car_access,W02000391,age_45_64,sex_male,car_access,97.46858656333022
W02000391_age_65_plus_sex_female_no_car_access,W02000391,age_65_plus,sex_female,no_car_access,23.905526920622613
W02000391_age_65_plus_sex_female_car_access,W02000391,age_65_plus,sex_female,car_access,65.38446202396483
W02000391_age_65_plus_sex_male_no_car_access,W02000391,age_65_plus,sex_male,no_car_access,20.417146564541213
W02000391_age_65_plus_sex_male_car_access,W02000391,age_65_plus,sex_male,car_access,55.84332646670647
W02000392_age_16_24_sex_female_no_car_access,W02000392,age_16_24,sex_female,no_car_access,23.574097446093827
W02000392_age_16_24_sex_female_car_access,W02000392,age_16_24,sex_female,car_access,136.38083450312402
W02000392_age_16_24_sex_male_no_car_access,W02000392,age_16_24,sex_male,no_car_access,21.965475344335278
W02000392_age_16_24_sex_male_car_access,W02000392,age_16_24,sex_male,car_access,127.07463624295048
W02000392_age_25_44_sex_female_no_car_access,W02000392,age_25_44,sex_female,no_car_access,43.66156788441614
W02000392_age_25_44_sex_female_car_access,W02000392,age_25_44,sex_female,car_access,252.59083947572876
W02000392_age_25_44_sex_male_no_car_access,W02000392,age_25_44,sex_male,no_car_access,40.682240117704936
W02000392_age_25_44_sex_male_car_access,W02000392,age_25_44,sex_male,car_access,235.35483678202945
W02000392_age_45_64_sex_female_no_car_access,W02000392,age_45_64,sex_female,no_car_access,54.233920746691055
W02000392_age_45_64_sex_female_car_access,W02000392,age_45_64,sex_female,car_access,313.75399998762606
W02000392_age_45_64_sex_male_no_car_access,W02000392,age_45_64,sex_male,no_car_access,50.533168945794245
W02000392_age_45_64_sex_male_car_access,W02000392,age_45_64,sex_male,car_access,292.34441601312375
W02000392_age_65_plus_sex_female_no_car_access,W02000392,age_65_plus,sex_female,no_car_access,46.450869490633345
W02000392_age_65_plus_sex_female_car_access,W02000392,age_65_plus,sex_female,car_access,268.7275031001442
W02000392_age_65_plus_sex_male_no_car_access,W02000392,age_65_plus,sex_male,no_car_access,43.28120857447743
W02000392_age_65_plus_sex_male_car_access,W02000392,age_65_plus,sex_male,car_access,250.39038534512665
W02000393_age_16_24_sex_female_no_car_access,W02000393,age_16_24,sex_female,no_car_access,45.449101614226
W02000393_age_16_24_sex_female_car_access,W02000393,age_16_24,sex_female,car_access,118.09044484958478
W02000393_age_16_24_sex_male_no_car_access,W02000393,age_16_24,sex_male,no_car_access,40.209937714346445
W02000393_age_16_24_sex_male_car_access,W02000393,age_16_24,sex_male,car_access,104.47752020196086
W02000393_age_25_44_sex_female_no_car_access,W02000393,age_25_44,sex_female,no_car_access,117.25868216470307
W02000393_age_25_44_sex_female_car_access,W02000393,age_25_44,sex_female,car_access,304.6733477119287
W02000393_age_25_44_sex_male_no_car_access,W02000393,age_25_44,sex_male,no_car_access,103.74163930301383
W02000393_age_25_44_sex_male_car_access,W02000393,age_25_44,sex_male,car_access,269.552002121059
W02000393_age_45_64_sex_female_no_car_access,W02000393,age_45_64,sex_female,no_car_access,98.83664631040348
W02000393_age_45_64_sex_female_car_access,W02000393,age_45_64,sex_female,car_access,256.8073540662304
W02000393_age_45_64_sex_male_no_car_access,W02000393,age_45_64,sex_male,no_car_access,87.4432112161321
W02000393_age_45_64_sex_male_car_access,W02000393,age_45_64,sex_male,car_access,227.2037805991976
W02000393_age_65_plus_sex_female_no_car_access,W02000393,age_65_plus,sex_female,no_car_access,56.65988001240174
W02000393_age_65_plus_sex_female_car_access,W02000393,age_65_plus,sex_female,car_access,147.21942124581568
W02000393_age_65_plus_sex_male_no_car_access,W02000393,age_65_plus,sex_male,no_car_access,50.128389017218574
W02000393_age_65_plus_sex_male_car_access,W02000393,age_65_plus,sex_male,car_access,130.24864185177788
W02000394_age_16_24_sex_female_no_car_access,W02000394,age_16_24,sex_female,no_car_access,258.70393519663014
W02000394_age_16_24_sex_female_car_access,W02000394,age_16_24,sex_female,car_access,549.8846519576441
W02000394_age_16_24_sex_male_no_car_access,W02000394,age_16_24,sex_male,no_car_access,223.86386128883996
W02000394_age_16_24_sex_male_car_access,W02000394,age_16_24,sex_male,car_access,475.8308038768154
W02000394_age_25_44_sex_female_no_car_access,W02000394,age_25_44,sex_female,no_car_access,89.12745435992589
W02000394_age_25_44_sex_female_car_access,W02000394,age_25_44,sex_female,car_access,189.44365567276094
W02000394_age_25_44_sex_male_no_car_access,W02000394,age_25_44,sex_male,no_car_access,77.1245171229918
W02000394_age_25_44_sex_male_car_access,W02000394,age_25_44,sex_male,car_access,163.93097470026478
W02000394_age_45_64_sex_female_no_car_access,W02000394,age_45_64,sex_female,no_car_access,27.20687141366774
W02000394_age_45_64_sex_female_car_access,W02000394,age_45_64,sex_female,car_access,57.82919771510279
W02000394_age_45_64_sex_male_no_car_access,W02000394,age_45_64,sex_male,no_car_access,23.54287840122486
W02000394_age_45_64_sex_male_car_access,W02000394,age_45_64,sex_male,car_access,50.0412469021743
W02000394_age_65_plus_sex_female_no_car_access,W02000394,age_65_plus,sex_female,no_car_access,17.747385021036855
W02000394_age_65_plus_sex_female_car_access,W02000394,age_65_plus,sex_female,car_access,37.72271429900645
W02000394_age_65_plus_sex_male_no_car_access,W02000394,age_65_plus,sex_male,no_car_access,15.357316213877144
W02000394_age_65_plus_sex_male_car_access,W02000394,age_65_plus,sex_male,car_access,32.64253585803715
W02000395_age_16_24_sex_female_no_car_access,W02000395,age_16_24,sex_female,no_car_access,29.13247998179875
W02000395_age_16_24_sex_female_car_access,W02000395,age_16_24,sex_female,car_access,88.85406394448619
W02000395_age_16_24_sex_male_no_car_access,W02000395,age_16_24,sex_male,no_car_access,27.54420774955491
W02000395_age_16_24_sex_male_car_access,W02000395,age_16_24,sex_male,car_access,84.00983363614247
W02000395_age_25_44_sex_female_no_car_access,W02000395,age_25_44,sex_female,no_car_access,85.43069024198367
W02000395_age_25_44_sex_female_car_access,W02000395,age_25_44,sex_female,car_access,260.56360523805023
W02000395_age_25_44_sex_male_no_car_access,W02000395,age_25_44,sex_male,no_car_access,80.77309867485512
W02000395_age_25_44_sex_male_car_access,W02000395,age_25_44,sex_male,car_access,246.35795095830812
W02000395_age_45_64_sex_female_no_car_access,W02000395,age_45_64,sex_female,no_car_access,66.33682853801994
W02000395_age_45_64_sex_female_car_access,W02000395,age_45_64,sex_female,car_access,202.32732704096085
W02000395_age_45_64_sex_male_no_car_access,W02000395,age_45_64,sex_male,no_car_access,62.720214270786784
W02000395_age_45_64_sex_male_car_access,W02000395,age_45_64,sex_male,car_access,191.2966535258997
W02000395_age_65_plus_sex_female_no_car_access,W02000395,age_65_plus,sex_female,no_car_access,41.71148329320834
W02000395_age_65_plus_sex_female_car_access,W02000395,age_65_plus,sex_female,car_access,127.22002404428544
W02000395_age_65_plus_sex_male_no_car_access,W02000395,age_65_plus,sex_male,no_car_access,39.4374170028789
W02000395_age_65_plus_sex_male_car_access,W02000395,age_65_plus,sex_male,car_access,120.28412185878065
W02000396_age_16_24_sex_female_no_car_access,W02000396,age_16_24,sex_female,no_car_access,116.80856699575153
W02000396_age_16_24_sex_female_car_access,W02000396,age_16_24,sex_female,car_access,257.3118542702465
W02000396_age_16_24_sex_male_no_car_access,W02000396,age_16_24,sex_male,no_car_access,121.63064797982383
W02000396_age_16_24_sex_male_car_access,W02000396,age_16_24,sex_male,car_access,267.9341795959058
W02000396_age_25_44_sex_female_no_car_access,W02000396,age_25_44,sex_female,no_car_access,141.47621468429531
W02000396_age_25_44_sex_female_car_access,W02000396,age_25_44,sex_female,car_access,311.65100361924266
W02000396_age_25_44_sex_male_no_car_access,W02000396,age_25_44,sex_male,no_car_access,147.3166233296003
W02000396_age_25_44_sex_male_car_access,W02000396,age_25_44,sex_male,car_access,324.5165529267182
W02000396_age_45_64_sex_female_no_car_access,W02000396,age_45_64,sex_female,no_car_access,59.4407392831087
W02000396_age_45_64_sex_female_car_access,W02000396,age_45_64,sex_female,car_access,130.93908467079535
W02000396_age_45_64_sex_male_no_car_access,W02000396,age_45_64,sex_male,no_car_access,61.894566651667226
W02000396_age_45_64_sex_male_car_access,W02000396,age_45_64,sex_male,car_access,136.34450044210467
W02000396_age_65_plus_sex_female_no_car_access,W02000396,age_65_plus,sex_female,no_car_access,29.02076198652212
W02000396_age_65_plus_sex_female_car_access,W02000396,age_65_plus,sex_female,car_access,63.92841099881901
W02000396_age_65_plus_sex_male_no_car_access,W02000396,age_65_plus,sex_male,no_car_access,30.21879452914878
W02000396_age_65_plus_sex_male_car_access,W02000396,age_65_plus,sex_male,car_access,66.56749803624989
W02000397_age_16_24_sex_female_no_car_access,W02000397,age_16_24,sex_female,no_car_access,40.75168593847574
W02000397_age_16_24_sex_female_car_access,W02000397,age_16_24,sex_female,car_access,104.7258399668917
W02000397_age_16_24_sex_male_no_car_access,W02000397,age_16_24,sex_male,no_car_access,36.68977580500449
W02000397_age_16_24_sex_male_car_access,W02000397,age_16_24,sex_male,car_access,94.28732826359608
W02000397_age_25_44_sex_female_no_car_access,W02000397,age_25_44,sex_female,no_car_access,93.80359866233061
W02000397_age_25_44_sex_female_car_access,W02000397,age_25_44,sex_female,car_access,241.06145391532758
W02000397_age_25_44_sex_male_no_car_access,W02000397,age_25_44,sex_male,no_car_access,84.45375756525715
W02000397_age_25_44_sex_male_car_access,W02000397,age_25_44,sex_male,car_access,217.0337372724807
W02000397_age_45_64_sex_female_no_car_access,W02000397,age_45_64,sex_female,no_car_access,104.7818384567578
W02000397_age_45_64_sex_female_car_access,W02000397,age_45_64,sex_female,car_access,269.2739157399768
W02000397_age_45_64_sex_male_no_car_access,W02000397,age_45_64,sex_male,no_car_access,94.33774512344596
W02000397_age_45_64_sex_male_car_access,W02000397,age_45_64,sex_male,car_access,242.4341317694438
W02000397_age_65_plus_sex_female_no_car_access,W02000397,age_65_plus,sex_female,no_car_access,69.77792204416016
W02000397_age_65_plus_sex_female_car_access,W02000397,age_65_plus,sex_female,car_access,179.31899819436748
W02000397_age_65_plus_sex_male_no_car_access,W02000397,age_65_plus,sex_male,no_car_access,62.82283191435183
W02000397_age_65_plus_sex_male_car_access,W02000397,age_65_plus,sex_male,car_access,161.4454393681321
W02000398_age_16_24_sex_female_no_car_access,W02000398,age_16_24,sex_female,no_car_access,380.9286279910938
W02000398_age_16_24_sex_female_car_access,W02000398,age_16_24,sex_female,car_access,394.26112997078206
W02000398_age_16_24_sex_male_no_car_access,W02000398,age_16_24,sex_male,no_car_access,357.13564759000553
W02000398_age_16_24_sex_male_car_access,W02000398,age_16_24,sex_male,car_access,369.63539525565574
W02000398_age_25_44_sex_female_no_car_access,W02000398,age_25_44,sex_female,no_car_access,92.5051031220762
W02000398_age_25_44_sex_female_car_access,W02000398,age_25_44,sex_female,car_access,95.74278173134887
W02000398_age_25_44_sex_male_no_car_access,W02000398,age_25_44,sex_male,no_car_access,86.7271910833001
W02000398_age_25_44_sex_male_car_access,W02000398,age_25_44,sex_male,car_access,89.76264277121561
W02000398_age_45_64_sex_female_no_car_access,W02000398,age_45_64,sex_female,no_car_access,23.061857185030146
W02000398_age_45_64_sex_female_car_access,W02000398,age_45_64,sex_female,car_access,23.8690221865062
W02000398_age_45_64_sex_male_no_car_access,W02000398,age_45_64,sex_male,no_car_access,21.621402790962005
W02000398_age_45_64_sex_male_car_access,W02000398,age_45_64,sex_male,car_access,22.378151888645675
W02000398_age_65_plus_sex_female_no_car_access,W02000398,age_65_plus,sex_female,no_car_access,14.0432538165826
W02000398_age_65_plus_sex_female_car_access,W02000398,age_65_plus,sex_female,car_access,14.534767700162991
W02000398_age_65_plus_sex_male_no_car_access,W02000398,age_65_plus,sex_male,no_car_access,13.166105610138874
W02000398_age_65_plus_sex_male_car_access,W02000398,age_65_plus,sex_male,car_access,13.626919306493734
W02000399_age_16_24_sex_female_no_car_access,W02000399,age_16_24,sex_female,no_car_access,245.45392711542414
W02000399_age_16_24_sex_female_car_access,W02000399,age_16_24,sex_female,car_access,262.2687372883463
W02000399_age_16_24_sex_male_no_car_access,W02000399,age_16_24,sex_male,no_car_access,281.65238094465946
W02000399_age_16_24_sex_male_car_access,W02000399,age_16_24,sex_male,car_access,300.94696455956716
W02000399_age_25_44_sex_female_no_car_access,W02000399,age_25_44,sex_female,no_car_access,265.7673555663557
W02000399_age_25_44_sex_female_car_access,W02000399,age_25_44,sex_female,car_access,283.97373623634735
W02000399_age_25_44_sex_male_no_car_access,W02000399,age_25_44,sex_male,no_car_access,304.96154350559675
W02000399_age_25_44_sex_male_car_access,W02000399,age_25_44,sex_male,car_access,325.85292024725544
W02000399_age_45_64_sex_female_no_car_access,W02000399,age_45_64,sex_female,no_car_access,104.47873366595844
W02000399_age_45_64_sex_female_car_access,W02000399,age_45_64,sex_female,car_access,111.63604458921884
W02000399_age_45_64_sex_male_no_car_access,W02000399,age_45_64,sex_male,no_car_access,119.88679277175436
W02000399_age_45_64_sex_male_car_access,W02000399,age_45_64,sex_male,car_access,128.09963208701026
W02000399_age_65_plus_sex_female_no_car_access,W02000399,age_65_plus,sex_female,no_car_access,54.03371967947819
W02000399_age_65_plus_sex_female_car_access,W02000399,age_65_plus,sex_female,car_access,57.735297201682855
W02000399_age_65_plus_sex_male_no_car_access,W02000399,age_65_plus,sex_male,no_car_access,62.00237241209331
W02000399_age_65_plus_sex_male_car_access,W02000399,age_65_plus,sex_male,car_access,66.24984212925092
W02000400_age_16_24_sex_female_no_car_access,W02000400,age_16_24,sex_female,no_car_access,29.918742894065314
W02000400_age_16_24_sex_female_car_access,W02000400,age_16_24,sex_female,car_access,80.4723096342717
W02000400_age_16_24_sex_male_no_car_access,W02000400,age_16_24,sex_male,no_car_access,30.042570865291946
W02000400_age_16_24_sex_male_car_access,W02000400,age_16_24,sex_male,car_access,80.805369177489
W02000400_age_25_44_sex_female_no_car_access,W02000400,age_25_44,sex_female,no_car_access,106.63698728756306
W02000400_age_25_44_sex_female_car_access,W02000400,age_25_44,sex_female,car_access,286.8210302102252
W02000400_age_25_44_sex_male_no_car_access,W02000400,age_25_44,sex_male,no_car_access,107.07833744188918
W02000400_age_25_44_sex_male_car_access,W02000400,age_25_44,sex_male,car_access,288.00812775646307
W02000400_age_45_64_sex_female_no_car_access,W02000400,age_45_64,sex_female,no_car_access,76.30651857385466
W02000400_age_45_64_sex_female_car_access,W02000400,age_45_64,sex_female,car_access,205.2413034708948
W02000400_age_45_64_sex_male_no_car_access,W02000400,age_45_64,sex_male,no_car_access,76.62233670230422
W02000400_age_45_64_sex_male_car_access,W02000400,age_45_64,sex_male,car_access,206.09075808570586
W02000400_age_65_plus_sex_female_no_car_access,W02000400,age_65_plus,sex_female,no_car_access,39.617173312325015
W02000400_age_65_plus_sex_female_car_access,W02000400,age_65_plus,sex_female,car_access,106.5581347756564
W02000400_age_65_plus_sex_male_no_car_access,W02000400,age_65_plus,sex_male,no_car_access,39.78114123752726
W02000400_age_65_plus_sex_male_car_access,W02000400,age_65_plus,sex_male,car_access,106.9991585744732
W02000401_age_16_24_sex_female_no_car_access,W02000401,age_16_24,sex_female,no_car_access,19.334839312802092
W02000401_age_16_24_sex_female_car_access,W02000401,age_16_24,sex_female,car_access,67.89902463371608
W02000401_age_16_24_sex_male_no_car_access,W02000401,age_16_24,sex_male,no_car_access,18.593894033553646
W02000401_age_16_24_sex_male_car_access,W02000401,age_16_24,sex_male,car_access,65.29701377890568
W02000401_age_25_44_sex_female_no_car_access,W02000401,age_25_44,sex_female,no_car_access,68.19856745935834
W02000401_age_25_44_sex_female_car_access,W02000401,age_25_44,sex_female,car_access,239.49597599402188
W02000401_age_25_44_sex_male_no_car_access,W02000401,age_25_44,sex_male,no_car_access,65.58507759305984
W02000401_age_25_44_sex_male_car_access,W02000401,age_25_44,sex_male,car_access,230.31806611119842
W02000401_age_45_64_sex_female_no_car_access,W02000401,age_45_64,sex_female,no_car_access,60.41196874778241
W02000401_age_45_64_sex_female_car_access,W02000401,age_45_64,sex_female,car_access,212.15142716293389
W02000401_age_45_64_sex_male_no_car_access,W02000401,age_45_64,sex_male,no_car_access,58.09687513207617
W02000401_age_45_64_sex_male_car_access,W02000401,age_45_64,sex_male,car_access,204.02140881113328
W02000401_age_65_plus_sex_female_no_car_access,W02000401,age_65_plus,sex_female,no_car_access,37.46595322091611
W02000401_age_65_plus_sex_female_car_access,W02000401,age_65_plus,sex_female,car_access,131.57087263653932
W02000401_age_65_plus_sex_male_no_car_access,W02000401,age_65_plus,sex_male,no_car_access,36.03019155139967
W02000401_age_65_plus_sex_male_car_access,W02000401,age_65_plus,sex_male,car_access,126.52884382060321
W02000402_age_16_24_sex_female_no_car_access,W02000402,age_16_24,sex_female,no_car_access,233.1810560186978
W02000402_age_16_24_sex_female_car_access,W02000402,age_16_24,sex_female,car_access,251.4535856864926
W02000402_age_16_24_sex_male_no_car_access,W02000402,age_16_24,sex_male,no_car_access,275.2710249957768
W02000402_age_16_24_sex_male_car_access,W02000402,age_16_24,sex_male,car_access,296.84180804650754
W02000402_age_25_44_sex_female_no_car_access,W02000402,age_25_44,sex_female,no_car_access,282.34328215659446
W02000402_age_25_44_sex_female_car_access,W02000402,age_25_44,sex_female,car_access,304.4682612942447
W02000402_age_25_44_sex_male_no_car_access,W02000402,age_25_44,sex_male,no_car_access,333.3071991649504
W02000402_age_25_44_sex_male_car_access,W02000402,age_25_44,sex_male,car_access,359.42581183965586
W02000402_age_45_64_sex_female_no_car_access,W02000402,age_45_64,sex_female,no_car_access,121.88701093580737
W02000402_age_45_64_sex_female_car_access,W02000402,age_45_64,sex_female,car_access,131.43831866839085
W02000402_age_45_64_sex_male_no_car_access,W02000402,age_45_64,sex_male,no_car_access,143.8880284995397
W02000402_age_45_64_sex_male_car_access,W02000402,age_45_64,sex_male,car_access,155.1633795700294
W02000402_age_65_plus_sex_female_no_car_access,W02000402,age_65_plus,sex_female,no_car_access,41.55701988452039
W02000402_age_65_plus_sex_female_car_access,W02000402,age_65_plus,sex_female,car_access,44.81351032036502
W02000402_age_65_plus_sex_male_no_car_access,W02000402,age_65_plus,sex_male,no_car_access,49.05820247449487
W02000402_age_65_plus_sex_male_car_access,W02000402,age_65_plus,sex_male,car_access,52.902500443932034
W02000403_age_16_24_sex_female_no_car_access,W02000403,age_16_24,sex_female,no_car_access,63.07424379661279
W02000403_age_16_24_sex_female_car_access,W02000403,age_16_24,sex_female,car_access,131.1060275886033
W02000403_age_16_24_sex_male_no_car_access,W02000403,age_16_24,sex_male,no_car_access,59.33441568909066
W02000403_age_16_24_sex_male_car_access,W02000403,age_16_24,sex_male,car_access,123.33242655071402
W02000403_age_25_44_sex_female_no_car_access,W02000403,age_25_44,sex_female,no_car_access,183.67164282688015
W02000403_age_25_44_sex_female_car_access,W02000403,age_25_44,sex_female,car_access,381.77959848958517
W02000403_age_25_44_sex_male_no_car_access,W02000403,age_25_44,sex_male,no_car_access,172.78129629155444
W02000403_age_25_44_sex_male_car_access,W02000403,age_25_44,sex_male,car_access,359.1429406817822
W02000403_age_45_64_sex_female_no_car_access,W02000403,age_45_64,sex_female,no_car_access,120.73617624434134
W02000403_age_45_64_sex_female_car_access,W02000403,age_45_64,sex_female,car_access,250.96203300788753
W02000403_age_45_64_sex_male_no_car_access,W02000403,age_45_64,sex_male,no_car_access,113.57742937185672
W02000403_age_45_64_sex_male_car_access,W02000403,age_45_64,sex_male,car_access,236.0818726053272
W02000403_age_65_plus_sex_female_no_car_access,W02000403,age_65_plus,sex_female,no_car_access,49.6128540314391
W02000403_age_65_plus_sex_female_car_access,W02000403,age_65_plus,sex_female,car_access,103.12520321875836
